sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_property,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_root_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_property,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_root_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_property,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_root_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
LOL a Jeep in the Qld Outback is as useful as tits on a bull.,tits on a bull,tit,bull,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,True,0.3333333333333333,"['{""property"": ""absurd""}']","['{""property"": ""incongruous""}']","['{""property"": ""absurd""}']",{'property': 'absurd'},absurd,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'incongruous'},incongruous,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'absurd'},absurd,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778
Also sometimes snapbacks can look just as cuntish as beanies in the summer.,beanies in the summer,beanie,summer,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 5, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""uncomfortable""}']","['{""property"": ""incongruous""}']","['{""property"": ""inappropriate""}']",{'property': 'uncomfortable'},uncomfortable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'incongruous'},incongruous,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'inappropriate'},inappropriate,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667
reliable caregivers were as scarce as hens ' teeth and far more valuable .,hens ' teeth and,tooth,hen,nonexistant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""oxymoronic""}']","['{""property"": ""nonexistent""}']","['{""property"": ""nonexistent""}']",{'property': 'oxymoronic'},oxymoronic,1.0,0.0,0.0,0.0,1.0,{'property': 'nonexistent'},nonexistent,1.0,0.0,0.0,0.0,1.0,{'property': 'nonexistent'},nonexistent,1.0,0.0,0.0,0.0,1.0
information of that sort was as precious as water on mars .,water on mars,water,mar,scarce,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 4, 2)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""habitable""}']","['{""property"": ""potential for life""}']","['{""property"": ""habitable""}']",{'property': 'habitable'},habitable,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'potential for life'},potential for life,0.7777777777777778,1.0,0.2222222222222222,1.0,0.0,{'property': 'habitable'},habitable,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""hard""}']","['{""property"": ""inedible""}']","['{""property"": ""requires cooking""}']",{'property': 'hard'},hard,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'inedible'},inedible,0.4444444444444444,0.0,0.7777777777777778,0.7777777777777778,0.0,{'property': 'requires cooking'},requires cooking,1.0,0.8888888888888888,1.0,1.0,0.0
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""antipodal""}']","['{""property"": ""antipodal""}']","['{""property"": ""isolated""}']",{'property': 'antipodal'},antipodal,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'antipodal'},antipodal,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'isolated'},isolated,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""harmless imitation""}']","['{""property"": ""edible imitation""}']","['{""property"": ""imitative""}']",{'property': 'harmless imitation'},harmless imitation,1.0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'edible imitation'},edible imitation,0.8888888888888888,0.0,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'imitative'},imitative,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
,shadowed sky,sky,shadow,ominous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""ominous""}']","['{""property"": ""foreboding""}']","['{""property"": ""gloomy""}']",{'property': 'ominous'},ominous,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'foreboding'},foreboding,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'gloomy'},gloomy,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""deliberative""}']","['{""property"": ""community justice""}']","['{""property"": ""collective authority""}']",{'property': 'deliberative'},deliberative,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'community justice'},community justice,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.0,{'property': 'collective authority'},collective authority,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.11111111111111105
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""superheated""}']","['{""property"": ""molten""}']","['{""property"": ""zero gravity""}']",{'property': 'superheated'},superheated,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'molten'},molten,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'zero gravity'},zero gravity,0.0,0.0,0.0,0.0,0.0
"I find the vocabulary raw like a flow of consciousness, something that you write from heart without polishing it with sweet words.",a flow of consciousness,flow,consciousness,unfiltered,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(4, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""stream-of-consciousness""}']","['{""property"": ""continuous introspection""}']","['{""property"": ""fluidity""}']",{'property': 'stream-of-consciousness'},stream-of-consciousness,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444,{'property': 'continuous introspection'},continuous introspection,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'fluidity'},fluidity,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0
gthealthy patriotism somehow healthy patriotism sounds always like healthy cancer.,healthy cancer,cancer,healthy,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
I bet that even when she removes them every night before she goes to bed she probably looks as plain as burnt toast.,burnt toast,toast,burn,bitter,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(5, 1, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""unappetizing""}']","['{""property"": ""unappetizing""}']","['{""property"": ""unappetizing""}']",{'property': 'unappetizing'},unappetizing,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'unappetizing'},unappetizing,0.8888888888888888,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'unappetizing'},unappetizing,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.0
"And he thumps the ground just like a horse stamping, said Rose.",a horse stamping,horse,stamp,loud,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""agitated""}']","['{""property"": ""impatient""}']","['{""property"": ""impatient""}']",{'property': 'agitated'},agitated,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'impatient'},impatient,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'impatient'},impatient,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
It's sort of like a knife in the back.,a knife in the back,knife,back,betray,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 5, 4)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']",{'property': 'betrayal'},betrayal,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'betrayal'},betrayal,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'betrayal'},betrayal,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""stranded""}']","['{""property"": ""unnatural""}']","['```json\n{""property"": ""stranded""}\n```']",{'property': 'stranded'},stranded,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'unnatural'},unnatural,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'stranded'},stranded,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778
"The barrier was raised, and by it perfect mountains had drifted and clouds of snow were whirling round like witches on broomsticks.",witches on broomsticks,witch,broomstick,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 5, 3)",0.2222222222222222,0.8888888888888888,0.6666666666666666,0.1111111111111111,False,0.6666666666666666,"['{""property"": ""flying""}']","['{""property"": ""flying""}']","['{""property"": ""flying""}']",{'property': 'flying'},flying,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222,{'property': 'flying'},flying,0.7777777777777778,0.6666666666666666,0.0,0.6666666666666666,0.11111111111111116,{'property': 'flying'},flying,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222
I was going to say it looks exactly like a dribble castle.,a dribble castle,castle,dribble,fragile,emergent,"(emergent, emergent, emergent)","(2, 5, 5)","(4, 4, 2)","(1, 1, 4)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""weathered""}']","['{""property"": ""unstable""}']","['```json\n{""property"": ""leaky""}\n```']",{'property': 'weathered'},weathered,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,{'property': 'unstable'},unstable,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,{'property': 'leaky'},leaky,1.0,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.11111111111111116
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""fantastical""}']","['{""property"": ""mythical""}']","['{""property"": ""unusual""}']",{'property': 'fantastical'},fantastical,0.7777777777777778,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'mythical'},mythical,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,{'property': 'unusual'},unusual,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666
"The couple made a tour to Harrogate and the English Lake District in 1809, although the former did not meet with her approval A scene without a hill seems to me to be about as interesting as a face without a nose!",a face without a nose,face,nose,unattractive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 4)","(2, 3, 3)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""property"": ""unnatural appearance""}']","['{""property"": ""distorted""}']","['{""property"": ""asymmetrical""}']",{'property': 'unnatural appearance'},unnatural appearance,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'distorted'},distorted,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'asymmetrical'},asymmetrical,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""malodorous""}']","['{""property"": ""preserved""}']","['{""property"": ""temperature-controlled""}']",{'property': 'malodorous'},malodorous,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'preserved'},preserved,1.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222,{'property': 'temperature-controlled'},temperature-controlled,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""unstable""}']","['{""property"": ""precarious""}']","['{""property"": ""unstable""}']",{'property': 'unstable'},unstable,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'precarious'},precarious,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'unstable'},unstable,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""erratic""}']","['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']",{'property': 'erratic'},erratic,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'chaotic'},chaotic,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'chaotic'},chaotic,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""grating""}']","['{""property"": ""irritating""}']","['```json\n{""property"": ""grating""}\n```']",{'property': 'grating'},grating,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'irritating'},irritating,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.7777777777777778,{'property': 'grating'},grating,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""easier to eat""}']","['{""property"": ""easily consumable""}']","['```json\n{""property"": ""easier to eat""}\n```']",{'property': 'easier to eat'},easier to eat,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.11111111111111116,{'property': 'easily consumable'},easily consumable,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.0,{'property': 'easier to eat'},easier to eat,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
But my heart is all aflutter like the washing on the line.,the washing on the line,washing,line,moving in the wind.,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(3, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""line-dried""}']","['{""property"": ""billowing""}']","['{""property"": ""air-dried""}']",{'property': 'line-dried'},line-dried,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'billowing'},billowing,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'air-dried'},air-dried,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
I think comparing how things work in different countries for poor people is kind of like apples to oranges. ampx200B,apples to oranges,apple,orange,incomparable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']",{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'incomparable'},incomparable,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444445
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""damage""}']","['{""property"": ""destructive""}']","['{""property"": ""destructive""}']",{'property': 'damage'},damage,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'destructive'},destructive,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'destructive'},destructive,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""festive""}']","['{""property"": ""edible decoration""}']","['{""property"": ""Easter symbol""}']",{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'edible decoration'},edible decoration,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'easter symbol'},easter symbol,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105
"it would just sit there like the elephant in the room , making the suspect wonder just how much dirt we had on him .",the elephant in the room,elephant,room,unacknowledge,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unaddressed""}']","['{""property"": ""unacknowledged""}']","['{""property"": ""unspoken problem""}']",{'property': 'unaddressed'},unaddressed,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unacknowledged'},unacknowledged,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unspoken problem'},unspoken problem,1.0,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.2222222222222222
"Something about the way moonlight is soft, welcoming, but also can be cold and harsh like a fake smile. ",a fake smile,smile,fake,forced,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""insincere""}']","['{""property"": ""insincere""}']","['{""property"": ""contrived""}']",{'property': 'insincere'},insincere,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,{'property': 'insincere'},insincere,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'contrived'},contrived,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0
"But after that, I believe it's one of those just like instinct feelings that he had trusting us to help him and help his children.",instinct feelings,feeling,instinct,innate,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 3, 3)","(5, 5, 5)",0.0,1.0,0.3333333333333333,1.0,False,1.0,"['{""property"": ""intuition""}']","['{""property"": ""visceral""}']","['{""property"": ""visceral""}']",{'property': 'intuition'},intuition,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'visceral'},visceral,1.0,0.5555555555555556,1.0,1.0,0.0,{'property': 'visceral'},visceral,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['```json\n{""property"": ""tangential""}\n```']","['{""property"": ""afterthought""}']","['{""property"": ""peripheral""}']",{'property': 'tangential'},tangential,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'afterthought'},afterthought,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666,{'property': 'peripheral'},peripheral,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.11111111111111116
,a toad in a block,toad,block,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 5)","(4, 3, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""surreal""}']","['{""property"": ""imprisoned""}']","['{""property"": ""encapsulated""}']",{'property': 'surreal'},surreal,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,{'property': 'imprisoned'},imprisoned,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'encapsulated'},encapsulated,0.8888888888888888,0.0,0.5555555555555556,0.5555555555555556,0.33333333333333326
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""access-triggered illumination""}']","['{""property"": ""visibility-enhancing""}']","['{""property"": ""automatic lighting""}']",{'property': 'access-triggered illumination'},access-triggered illumination,1.0,0.8888888888888888,1.0,1.0,0.0,{'property': 'visibility-enhancing'},visibility-enhancing,0.7777777777777778,1.0,0.0,1.0,0.0,{'property': 'automatic lighting'},automatic lighting,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.11111111111111116
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""subdued""}']","['{""property"": ""fading""}']","['{""property"": ""smoldering""}']",{'property': 'subdued'},subdued,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'fading'},fading,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'smoldering'},smoldering,0.8888888888888888,0.8888888888888888,0.0,0.8888888888888888,0.0
"Hotman points out that while they may be a people without a king a king without a people is as inconceivable as a pastor without a flock , and suggests that the supposed ancient kingdom of Francogallia was not subject to the law of inheritance as if it were a private patrimony but was habitually transferred by the votes and decisions of the people .",a pastor without a flock,pastor,flock,unfulfilled,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(4, 4, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""isolated""}']","['{""property"": ""isolated""}']","['{""property"": ""unfulfilled""}']",{'property': 'isolated'},isolated,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.5555555555555556,{'property': 'isolated'},isolated,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'unfulfilled'},unfulfilled,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
