sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
,the jar of hands,jar,hand,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.0,0.2222222222222222,False,0.2222222222222222,"{0: ['jar', 'hand'], 1: ['hand', 'jar'], 2: ['hand', 'jar'], 3: ['hand', 'jar'], 4: ['hand', 'jar'], 5: ['hand', 'jar']}",[],"['{""property"": ""macabre""}']","['{""property"": ""macabre""}']","['{""property"": ""macabre""}']",{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
,a down vote,vote,down,disapproving,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['vote', 'down'], 1: ['vote', 'down'], 2: ['vote', 'down'], 3: ['vote', 'down'], 4: ['vote', 'down'], 5: ['vote', 'down']}",[],"['{""property"": ""disapproval""}']","['{""property"": ""disapproval""}']","['{""property"": ""disapproval""}']",{'property': 'disapproval'},disapproval,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disapproval'},disapproval,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disapproval'},disapproval,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
She looks exactly like grumpy cat!,grumpy cat,cat,grumpy,famous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"{0: ['cat', 'grumpy'], 1: ['cat', 'grumpy'], 2: ['cat', 'grumpy'], 3: ['cat', 'grumpy'], 4: ['cat', 'grumpy'], 5: ['cat', 'grumpy']}",[],"['{""property"": ""internet sensation""}']","['{""property"": ""internet sensation""}']","['{""property"": ""viral""}']",{'property': 'internet sensation'},internet sensation,1.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.2222222222222222,{'property': 'internet sensation'},internet sensation,1.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.11111111111111116,{'property': 'viral'},viral,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2222222222222222
"You are, for me and my company, about as necessary as a fifth leg is to a dog.",a fifth leg,leg,fifth,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['leg', 'fifth'], 1: ['leg', 'fifth'], 2: ['leg', 'fifth'], 3: ['leg', 'fifth'], 4: ['leg', 'fifth'], 5: ['leg', 'fifth']}",[],"['{""property"": ""peculiar""}']","['{""property"": ""awkward""}']","['{""property"": ""awkwardness""}']",{'property': 'peculiar'},peculiar,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'awkward'},awkward,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'awkwardness'},awkwardness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Later, he was to describe this as tragic as the loss of a mother.",the loss of a mother,loss,mother,tragic,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 5, 5)","(1, 5, 4)",0.111111111111111,0.8888888888888888,0.7777777777777778,0.1111111111111111,False,0.7777777777777778,"{0: ['loss', 'mother'], 1: ['mother', 'loss'], 2: ['mother', 'loss'], 3: ['mother', 'loss'], 4: ['mother', 'loss'], 5: ['mother', 'loss']}",[],"['{""property"": ""grief""}']","['{""property"": ""grief""}']","['{""property"": ""grief""}']",{'property': 'grief'},grief,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'grief'},grief,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'grief'},grief,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
A suit on that guy looks as fitting as socks on a rooster.,socks on a rooster,sock,rooster,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 2, 1)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['sock', 'rooster'], 1: ['sock', 'feet', 'shoe'], 2: ['sock', 'feet', 'shoe'], 3: ['sock', 'feet', 'shoe'], 4: ['sock', 'feet', 'shoe'], 5: ['sock', 'feet', 'shoe']}","['shoe', 'feet']","['{""property"": ""humorous""}']","['{""property"": ""absurdity""}']","['{""property"": ""humorous""}']",{'property': 'humorous'},humorous,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'absurdity'},absurdity,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'humorous'},humorous,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"I will love hearing your flesh sizzle like a hog on a bonfire, you worthless spawn of elephant feces. ",a hog on a bonfire,hog,bonfire,suffering,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(2, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['hog', 'bonfire'], 1: ['bonfire', 'hog'], 2: ['bonfire', 'hog'], 3: ['bonfire', 'hog'], 4: ['bonfire', 'hog'], 5: ['bonfire', 'hog']}",[],"['{""property"": ""festive""}']","['{""property"": ""celebratory""}']","['{""property"": ""festive""}']",{'property': 'festive'},festive,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'celebratory'},celebratory,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,0.0,{'property': 'festive'},festive,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0
"Secondly, even if we grant for the sake of the argument that instinctive intelligence and an innate moral quality would prevent wrongdoing, it is obvious that individuals so characterized are as rare as the philosophers stone.",the philosophers stone,stone,philosopher,mythical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['stone', 'philosopher'], 1: ['philosopher', 'stone'], 2: ['philosopher', 'stone'], 3: ['philosopher', 'stone'], 4: ['philosopher', 'stone'], 5: ['philosopher', 'stone']}",[],"['{""property"": ""elixir""}']","['{""property"": ""immortality""}']","['{""property"": ""transmutation""}']",{'property': 'elixir'},elixir,1.0,0.0,0.0,0.0,1.0,{'property': 'immortality'},immortality,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'transmutation'},transmutation,1.0,0.0,0.0,0.0,1.0
"Ben saw the head drop and roll , the body tumble forward like a sack of grain , the arms fall limp .",a sack of grain,sack,grain,bulky,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['sack', 'grain'], 1: ['grain', 'sack'], 2: ['grain', 'sack'], 3: ['grain', 'sack'], 4: ['grain', 'sack'], 5: ['grain', 'sack']}",[],"['{""property"": ""sustenance""}']","['{""property"": ""abundance""}']","['{""property"": ""abundance""}']",{'property': 'sustenance'},sustenance,0.7777777777777778,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'abundance'},abundance,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,{'property': 'abundance'},abundance,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical.",a ship in the bottle,ship,bottle,impractical,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(1, 2, 1)","(2, 2, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,0.2222222222222222,"{0: ['ship', 'bottle'], 1: ['captain', 'ship'], 2: ['captain', 'ship'], 3: ['captain', 'ship'], 4: ['captain', 'ship'], 5: ['captain', 'ship']}",['captain'],"['{""property"": ""decorative""}']","['{""property"": ""miniaturization""}']","['{""property"": ""miniaturization""}']",{'property': 'decorative'},decorative,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'miniaturization'},miniaturization,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'miniaturization'},miniaturization,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
"Half veiled in mist, seen dimly like the moon through a cloud, Dido stands before him there and thus, for the first time, he is made certain of her death.",the moon through a cloud,moon,cloud,obscure,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 5, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"{0: ['moon', 'cloud'], 1: ['moon'], 2: ['moon'], 3: ['moon'], 4: ['moon'], 5: ['moon']}",[],"['{""property"": ""ethereal""}']","['{""property"": ""mysterious""}']","['{""property"": ""ethereal""}']",{'property': 'ethereal'},ethereal,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,{'property': 'mysterious'},mysterious,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'ethereal'},ethereal,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Squids are as real as talking sponges.,talking sponges,sponge,talk,not real,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['sponge', 'talk'], 1: ['sponge', 'talk'], 2: ['sponge', 'talk'], 3: ['sponge', 'talk'], 4: ['sponge', 'talk'], 5: ['sponge', 'talk']}",[],"['{""property"": ""animated""}']","['{""property"": ""animated""}']","['{""property"": ""animated""}']",{'property': 'animated'},animated,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'animated'},animated,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'animated'},animated,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444
"But, as you may imagine, I was not as happy as a bear with honey.",a bear with honey,bear,honey,happy,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['bear', 'honey'], 1: ['honey', 'bear'], 2: ['honey', 'bear'], 3: ['honey', 'bear'], 4: ['honey', 'bear'], 5: ['honey', 'bear']}",[],"['{""property"": ""contentment""}']","['{""property"": ""contentment""}']","['{""property"": ""contentment""}']",{'property': 'contentment'},contentment,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'contentment'},contentment,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'contentment'},contentment,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
It springs directly from the heart and it moves straight onward like a shaft of light.,a shaft of light,shaft,light,direct,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"{0: ['shaft', 'light'], 1: ['shaft', 'light'], 2: ['shaft', 'light'], 3: ['shaft', 'light'], 4: ['shaft', 'light'], 5: ['shaft', 'light']}",[],"['{""property"": ""guidance""}']","['{""property"": ""guidance""}']","['{""property"": ""ephemeral""}']",{'property': 'guidance'},guidance,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'guidance'},guidance,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'ephemeral'},ephemeral,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,weak,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 1)","(1, 5, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['popeye', 'spinach'], 1: ['spinach', 'popeye', 'cartoon'], 2: ['spinach', 'popeye', 'cartoon'], 3: ['spinach', 'popeye', 'cartoon'], 4: ['spinach', 'popeye', 'cartoon'], 5: ['spinach', 'popeye', 'cartoon']}",['cartoon'],"['{""property"": ""powerless""}']","['{""property"": ""powerless""}']","['{""property"": ""powerless""}']",{'property': 'powerless'},powerless,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'powerless'},powerless,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'powerless'},powerless,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
"When wind rushed over her tracks they were blown away like sand over empires, erased forever. ",sand over empires,sand,empire,erased,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 3, 2)","(3, 4, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['sand', 'empire'], 1: ['sand', 'empire'], 2: ['sand', 'empire'], 3: ['sand', 'empire'], 4: ['sand', 'empire'], 5: ['sand', 'empire']}",[],"['{""property"": ""impermanence""}']","['{""property"": ""transience""}']","['{""property"": ""transience""}']",{'property': 'impermanence'},impermanence,1.0,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'transience'},transience,1.0,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'transience'},transience,1.0,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.2222222222222222
"come along , grasp my hand properly amelia , you are as limp as a gasping fish .",a gasping fish,fish,gasp,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"{0: ['fish', 'gasp'], 1: ['gasp', 'fish'], 2: ['gasp', 'fish'], 3: ['gasp', 'fish'], 4: ['gasp', 'fish'], 5: ['gasp', 'fish']}",[],"['{""property"": ""desperation""}']","['{""property"": ""struggling""}']","['{""property"": ""desperation""}']",{'property': 'desperation'},desperation,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'struggling'},struggling,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'desperation'},desperation,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326
But... you are as graceful as a three legged duck.',a three legged duck,duck,legged,lacking gracefulness,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 3, 2)","(2, 1, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['duck', 'legged'], 1: ['duck', 'legged', 'bird'], 2: ['bird', 'legged', 'duck'], 3: ['duck', 'legged', 'bird'], 4: ['bird', 'legged', 'duck'], 5: ['duck', 'legged', 'bird']}",['bird'],"['{""property"": ""unbalanced""}']","['{""property"": ""unbalanced""}']","['{""property"": ""unbalanced""}']",{'property': 'unbalanced'},unbalanced,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'unbalanced'},unbalanced,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666,{'property': 'unbalanced'},unbalanced,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.6666666666666666
The pilot got it under control but it seemed that they were being tossed around like popcorn in a popper.,popcorn in a popper,popcorn,popper,tossed around,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 4, 4)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['popcorn', 'popper'], 1: ['popper', 'popcorn'], 2: ['popper', 'popcorn'], 3: ['popper', 'popcorn'], 4: ['popper', 'popcorn'], 5: ['popper', 'popcorn']}",[],"['{""property"": ""anticipatory""}']","['{""property"": ""anticipation""}']","['{""property"": ""anticipation""}']",{'property': 'anticipatory'},anticipatory,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'anticipation'},anticipation,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'anticipation'},anticipation,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
That's about as realistic as a fish on a bicycle.,a fish on a bicycle,fish,bicycle,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['fish', 'bicycle'], 1: ['fish', 'bicycle'], 2: ['fish', 'bicycle'], 3: ['fish', 'bicycle'], 4: ['fish', 'bicycle'], 5: ['fish', 'bicycle']}",[],"['{""property"": ""absurdity""}']","['{""property"": ""absurdity""}']","['{""property"": ""absurdity""}']",{'property': 'absurdity'},absurdity,1.0,0.0,0.0,0.0,1.0,{'property': 'absurdity'},absurdity,1.0,0.0,0.0,0.0,1.0,{'property': 'absurdity'},absurdity,1.0,0.0,0.0,0.0,1.0
Is that sort of like a moo point?,a moo point,point,moo,irrelevant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(1, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['point', 'moo'], 1: ['dot', 'finger', 'tip', 'point'], 2: ['dot', 'finger', 'point', 'tip'], 3: ['dot', 'finger', 'point', 'tip'], 4: ['dot', 'finger', 'point', 'tip'], 5: ['dot', 'finger', 'point', 'tip']}","['finger', 'dot', 'tip']","['{""property"": ""irrelevant""}']","['{""property"": ""irrelevant""}']","['{""property"": ""irrelevant""}']",{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
Her eyes bright like a dying sun.,a dying sun,sun,die,dimming,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(5, 5, 5)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"{0: ['sun', 'die'], 1: ['star'], 2: ['star'], 3: ['star'], 4: ['star'], 5: ['star']}",['star'],"['{""property"": ""red giant""}']","['{""property"": ""transience""}']","['{""property"": ""red giant stage""}']",{'property': 'red giant'},red giant,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'transience'},transience,1.0,0.0,1.0,1.0,0.0,{'property': 'red giant stage'},red giant stage,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
More like a robbing crew.,a robbing crew,crew,rob,threaten,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,True,0.3333333333333333,"{0: ['crew', 'rob'], 1: ['rob', 'crew'], 2: ['rob', 'crew'], 3: ['rob', 'crew'], 4: ['rob', 'crew'], 5: ['rob', 'crew']}",[],"['{""property"": ""organized""}']","['{""property"": ""strategic""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'strategic'},strategic,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'organized'},organized,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0
"Why, that there tower was as empty as a blown eggshell when we drove in the door, and climbed to the top and the smugglers will be ahugging theirselves that alls clear, and thinking they can go on with their work without any danger of a visit from the preventives.",a blown eggshell,eggshell,blow,empty,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(2, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['eggshell', 'blow'], 1: ['blow', 'eggshell'], 2: ['blow', 'eggshell'], 3: ['blow', 'eggshell'], 4: ['blow', 'eggshell'], 5: ['blow', 'eggshell']}",[],"['{""property"": ""fragility""}']","['{""property"": ""fragile""}']","['{""property"": ""fragility""}']",{'property': 'fragility'},fragility,1.0,1.0,0.3333333333333333,1.0,0.0,{'property': 'fragile'},fragile,1.0,1.0,0.3333333333333333,1.0,0.0,{'property': 'fragility'},fragility,1.0,1.0,0.3333333333333333,1.0,0.0
Christian values is about as meaningful as the flavor of water.,the flavor of water,flavor,water,lacking in significance,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(4, 1, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"{0: ['flavor', 'water'], 1: ['flavor', 'water'], 2: ['flavor', 'water'], 3: ['flavor', 'water'], 4: ['flavor', 'water'], 5: ['flavor', 'water']}",[],"['{""property"": ""elusive""}']","['{""property"": ""elusive""}']","['{""property"": ""subtle""}']",{'property': 'elusive'},elusive,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'elusive'},elusive,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'subtle'},subtle,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
Their dialogue has many exclamation points when they talk quietly or nicely like the dialogue in Peanuts.,the dialogue in Peanuts,dialogue,peanut,informal,emergent,"(emergent, emergent, component)","(4, 5, 5)","(3, 4, 4)","(1, 1, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['dialogue', 'peanut'], 1: ['dialogue', 'peanut'], 2: ['dialogue', 'peanut'], 3: ['dialogue', 'peanut'], 4: ['dialogue', 'peanut'], 5: ['dialogue', 'peanut']}",[],"['{""property"": ""whimsical""}']","['{""property"": ""philosophical""}']","['{""property"": ""whimsical""}']",{'property': 'whimsical'},whimsical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'philosophical'},philosophical,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'whimsical'},whimsical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
,five bucks an hour,buck,hour,low value,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"{0: ['buck', 'hour'], 1: ['buck', 'hour'], 2: ['buck', 'hour'], 3: ['buck', 'hour'], 4: ['buck', 'hour'], 5: ['buck', 'hour']}",[],"['{""property"": ""underpayment""}']","['{""property"": ""underpaid""}']","['{""property"": ""underpaid""}']",{'property': 'underpayment'},underpayment,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'underpaid'},underpaid,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'underpaid'},underpaid,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
Mr. Cinch's life was as regular as the movements of the stars.,the movements of the stars,movement,star,regular,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['movement', 'star'], 1: ['star', 'wave'], 2: ['star', 'wave'], 3: ['star', 'wave'], 4: ['star', 'wave'], 5: ['star', 'wave']}",['wave'],"['{""property"": ""predictability""}']","['{""property"": ""navigation""}']","['{""property"": ""celestial mechanics""}']",{'property': 'predictability'},predictability,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'navigation'},navigation,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,{'property': 'celestial mechanics'},celestial mechanics,1.0,0.3333333333333333,1.0,1.0,0.0
"He was wearing black overalls, boots and and a white and black stripped shirt underneath like a prisoner from a cartoon. ",a prisoner from a cartoon,prisoner,cartoon,white striped shirt,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(2, 3, 3)","(3, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['prisoner', 'cartoon'], 1: ['jail', 'prisoner'], 2: ['jail', 'prisoner'], 3: ['jail', 'prisoner'], 4: ['jail', 'prisoner'], 5: ['jail', 'prisoner']}",['jail'],"['{""property"": ""comical""}']","['{""property"": ""entertaining""}']","['{""property"": ""fictional""}']",{'property': 'comical'},comical,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'entertaining'},entertaining,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'fictional'},fictional,1.0,0.1111111111111111,1.0,1.0,0.0
