sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,claude-3-5-sonnet-20241022_naive_0_generated_,claude-3-5-sonnet-20241022_naive_1_generated_,claude-3-5-sonnet-20241022_naive_2_generated_,claude-3-5-sonnet-20241022_naive_0_generated,claude-3-5-sonnet-20241022_naive_0_combination,claude-3-5-sonnet-20241022_naive_0_modifier,claude-3-5-sonnet-20241022_naive_0_combination_relevance,claude-3-5-sonnet-20241022_naive_0_modifier_relevance,claude-3-5-sonnet-20241022_naive_0_indiv_max,claude-3-5-sonnet-20241022_naive_0_emergence,claude-3-5-sonnet-20241022_naive_1_generated,claude-3-5-sonnet-20241022_naive_1_combination,claude-3-5-sonnet-20241022_naive_1_modifier,claude-3-5-sonnet-20241022_naive_1_combination_relevance,claude-3-5-sonnet-20241022_naive_1_modifier_relevance,claude-3-5-sonnet-20241022_naive_1_indiv_max,claude-3-5-sonnet-20241022_naive_1_emergence,claude-3-5-sonnet-20241022_naive_2_generated,claude-3-5-sonnet-20241022_naive_2_combination,claude-3-5-sonnet-20241022_naive_2_modifier,claude-3-5-sonnet-20241022_naive_2_combination_relevance,claude-3-5-sonnet-20241022_naive_2_modifier_relevance,claude-3-5-sonnet-20241022_naive_2_indiv_max,claude-3-5-sonnet-20241022_naive_2_emergence
"yright like , berry says , as he watches the two girls walk away , fiona coopers arse like a sack of spuds .",a sack of spuds,sack,spud,unattractive,emergent,"(emergent, component, emergent)","(3, 3, 3)","(2, 2, 2)","(3, 3, 2)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""plastic sack"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic sack"", ""modifier"": ""plastic""}']","['{""combination"": ""dirty sack"", ""modifier"": ""dirty""}']","{'combination': 'plastic sack', 'modifier': 'plastic'}",plastic sack,plastic,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.11111111111111105,"{'combination': 'plastic sack', 'modifier': 'plastic'}",plastic sack,plastic,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.11111111111111105,"{'combination': 'dirty sack', 'modifier': 'dirty'}",dirty sack,dirty,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
gthealthy patriotism somehow healthy patriotism sounds always like healthy cancer.,healthy cancer,cancer,healthy,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""emotional cancer"", ""modifier"": ""emotional""}']","['{""combination"": ""economic cancer"", ""modifier"": ""economic""}']","['{""combination"": ""pink cancer"", ""modifier"": ""pink""}']","{'combination': 'emotional cancer', 'modifier': 'emotional'}",emotional cancer,emotional,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'economic cancer', 'modifier': 'economic'}",economic cancer,economic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'pink cancer', 'modifier': 'pink'}",pink cancer,pink,0.3333333333333333,0.0,0.3333333333333333,0.0
"Still though, it was so frustrating to have him sit there like a wounded child, he never listened, that was always the problem, so absorbed in his own petty little...",a wounded child,child,wound,helpless,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 2, 4)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""sleeping child"", ""modifier"": ""sleeping""}']","['{""combination"": ""sleeping child"", ""modifier"": ""sleeping""}']","['{""combination"": ""sleeping child"", ""modifier"": ""sleeping""}']","{'combination': 'sleeping child', 'modifier': 'sleeping'}",sleeping child,sleep,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'sleeping child', 'modifier': 'sleeping'}",sleeping child,sleep,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'sleeping child', 'modifier': 'sleeping'}",sleeping child,sleep,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"Lady Romaine waved her scented kerchief, and then routed her scentbottle out of her reticule, and turning sharply upon her daughter, said, Why sit you ever like a stuffed owl, without so much as a word or a smile?",a stuffed owl,owl,stuff,unresponsive,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(3, 5, 3)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sleeping owl"", ""modifier"": ""sleeping""}']","['{""combination"": ""sleeping owl"", ""modifier"": ""sleeping""}']","['{""combination"": ""sleeping owl"", ""modifier"": ""sleeping""}']","{'combination': 'sleeping owl', 'modifier': 'sleeping'}",sleeping owl,sleep,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'sleeping owl', 'modifier': 'sleeping'}",sleeping owl,sleep,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'sleeping owl', 'modifier': 'sleeping'}",sleeping owl,sleep,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""flying fish"", ""modifier"": ""flying""}']","['{""combination"": ""walking fish"", ""modifier"": ""walking""}']","['{""combination"": ""flying fish"", ""modifier"": ""flying""}']","{'combination': 'flying fish', 'modifier': 'flying'}",flying fish,fly,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'walking fish', 'modifier': 'walking'}",walking fish,walk,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'flying fish', 'modifier': 'flying'}",flying fish,fly,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
,an honest politician,politician,honest,rare,emergent,"(emergent, component, emergent)","(5, 4, 5)","(3, 2, 4)","(4, 4, 4)",0.1111111111111111,0.7777777777777778,0.2222222222222222,0.6666666666666666,False,0.6666666666666666,"['{""combination"": ""honest politician"", ""modifier"": ""honest""}']","['{""combination"": ""honest politician"", ""modifier"": ""honest""}']","['{""combination"": ""honest politician"", ""modifier"": ""honest""}']","{'combination': 'honest politician', 'modifier': 'honest'}",honest politician,honest,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'honest politician', 'modifier': 'honest'}",honest politician,honest,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'honest politician', 'modifier': 'honest'}",honest politician,honest,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116
"just like old days , '' owen says as he picks up his bass guitar .",old days,day,old,cherish,emergent,"(component, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(3, 4, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""last day"", ""modifier"": ""last""}']","['{""combination"": ""last day"", ""modifier"": ""last""}']","['{""combination"": ""final day"", ""modifier"": ""final""}']","{'combination': 'last day', 'modifier': 'last'}",last day,last,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'last day', 'modifier': 'last'}",last day,last,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.4444444444444445,"{'combination': 'final day', 'modifier': 'final'}",final day,final,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""plastic man"", ""modifier"": ""plastic""}']","['{""combination"": ""mechanical man"", ""modifier"": ""mechanical""}']","['{""combination"": ""plastic man"", ""modifier"": ""plastic""}']","{'combination': 'plastic man', 'modifier': 'plastic'}",plastic man,plastic,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116,"{'combination': 'mechanical man', 'modifier': 'mechanical'}",mechanical man,mechanical,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'plastic man', 'modifier': 'plastic'}",plastic man,plastic,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
his eyes were as black as the sky between stars .,the sky between stars,sky,star,black,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 4)","(1, 2, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""polluted sky"", ""modifier"": ""polluted""}']","['{""combination"": ""underground sky"", ""modifier"": ""underground""}']","['{""combination"": ""polluted sky"", ""modifier"": ""polluted""}']","{'combination': 'polluted sky', 'modifier': 'polluted'}",polluted sky,polluted,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'underground sky', 'modifier': 'underground'}",underground sky,underground,0.0,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'polluted sky', 'modifier': 'polluted'}",polluted sky,polluted,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""arctic locker"", ""modifier"": ""arctic""}']","['{""combination"": ""arctic locker"", ""modifier"": ""arctic""}']","['{""combination"": ""metal locker"", ""modifier"": ""metal""}']","{'combination': 'arctic locker', 'modifier': 'arctic'}",arctic locker,arctic,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'arctic locker', 'modifier': 'arctic'}",arctic locker,arctic,1.0,1.0,1.0,0.0,"{'combination': 'metal locker', 'modifier': 'metal'}",metal locker,metal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""floating mansion"", ""modifier"": ""floating""}']","['{""combination"": ""floating mansion"", ""modifier"": ""floating""}']","['{""combination"": ""sand mansion"", ""modifier"": ""sand""}']","{'combination': 'floating mansion', 'modifier': 'floating'}",floating mansion,float,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'floating mansion', 'modifier': 'floating'}",floating mansion,float,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'sand mansion', 'modifier': 'sand'}",sand mansion,sand,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(2, 1, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""wooden gun"", ""modifier"": ""wooden""}']","['{""combination"": ""toy gun"", ""modifier"": ""toy""}']","['{""combination"": ""wooden gun"", ""modifier"": ""wooden""}']","{'combination': 'wooden gun', 'modifier': 'wooden'}",wooden gun,wooden,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'toy gun', 'modifier': 'toy'}",toy gun,toy,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'wooden gun', 'modifier': 'wooden'}",wooden gun,wooden,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""cracked metronome"", ""modifier"": ""cracked""}']","['{""combination"": ""broken metronome"", ""modifier"": ""broken""}']","['{""combination"": ""bouncing metronome"", ""modifier"": ""bouncing""}']","{'combination': 'cracked metronome', 'modifier': 'cracked'}",cracked metronome,crack,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'broken metronome', 'modifier': 'broken'}",broken metronome,break,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'bouncing metronome', 'modifier': 'bouncing'}",bouncing metronome,bounce,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","{'combination': 'rusty nail', 'modifier': 'rusty'}",rusty nail,rusty,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'rusty nail', 'modifier': 'rusty'}",rusty nail,rusty,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'rusty nail', 'modifier': 'rusty'}",rusty nail,rusty,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""plastic fish"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic fish"", ""modifier"": ""plastic""}']","['{""combination"": ""wooden fish"", ""modifier"": ""wooden""}']","{'combination': 'plastic fish', 'modifier': 'plastic'}",plastic fish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'plastic fish', 'modifier': 'plastic'}",plastic fish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'wooden fish', 'modifier': 'wooden'}",wooden fish,wooden,1.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.33333333333333337
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""chocolate bunny"", ""modifier"": ""chocolate""}']","['{""combination"": ""chocolate bunny"", ""modifier"": ""chocolate""}']","['{""combination"": ""chocolate bunny"", ""modifier"": ""chocolate""}']","{'combination': 'chocolate bunny', 'modifier': 'chocolate'}",chocolate bunny,chocolate,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.7777777777777777,"{'combination': 'chocolate bunny', 'modifier': 'chocolate'}",chocolate bunny,chocolate,0.8888888888888888,0.0,0.0,0.8888888888888888,"{'combination': 'chocolate bunny', 'modifier': 'chocolate'}",chocolate bunny,chocolate,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.7777777777777777
"The block is shaped rather like a slice of cake , with its narrow point on Seven Dials and the two sides radiating outwards .",a slice of cake,slice,cake,wedge,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 5, 5)","(2, 1, 2)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}']","['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}']","['{""combination"": ""pizza slice"", ""modifier"": ""pizza""}']","{'combination': 'pizza slice', 'modifier': 'pizza'}",pizza slice,pizza,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'pizza slice', 'modifier': 'pizza'}",pizza slice,pizza,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'pizza slice', 'modifier': 'pizza'}",pizza slice,pizza,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
"I throw it away like a blade of grass, and so far from lamenting, I feel rather as if I had been born again.",a blade of grass,blade,grass,unimportant,emergent,"(emergent, emergent, emergent)","(4, 3, 3)","(1, 1, 1)","(1, 2, 2)",0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""toy blade"", ""modifier"": ""toy""}']","['{""combination"": ""plastic blade"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic blade"", ""modifier"": ""plastic""}']","{'combination': 'toy blade', 'modifier': 'toy'}",toy blade,toy,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'plastic blade', 'modifier': 'plastic'}",plastic blade,plastic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'plastic blade', 'modifier': 'plastic'}",plastic blade,plastic,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Much like the Dutch cartoons, the radical elements in the middle east took something fairly harmless, distorted and outright lied about it and used it as a cover to commit murder and strengthen their own political power.",the Dutch cartoons,cartoon,dutch,controversial,emergent,"(emergent, component, emergent)","(4, 2, 4)","(3, 4, 2)","(2, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""political cartoon"", ""modifier"": ""political""}']","['{""combination"": ""political cartoon"", ""modifier"": ""political""}']","['{""combination"": ""adult cartoon"", ""modifier"": ""adult""}']","{'combination': 'political cartoon', 'modifier': 'political'}",political cartoon,political,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'political cartoon', 'modifier': 'political'}",political cartoon,political,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'adult cartoon', 'modifier': 'adult'}",adult cartoon,adult,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
"christina was nice enough , but her brain often seemed about as functional as a cardboard lifeboat . ",a cardboard lifeboat,lifeboat,cardboard,not functional,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 4, 2)","(5, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wooden lifeboat"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden lifeboat"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden lifeboat"", ""modifier"": ""wooden""}']","{'combination': 'wooden lifeboat', 'modifier': 'wooden'}",wooden lifeboat,wooden,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'wooden lifeboat', 'modifier': 'wooden'}",wooden lifeboat,wooden,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,"{'combination': 'wooden lifeboat', 'modifier': 'wooden'}",wooden lifeboat,wooden,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""lunch consideration"", ""modifier"": ""lunch""}']","['{""combination"": ""passing consideration"", ""modifier"": ""passing""}']","['{""combination"": ""brief consideration"", ""modifier"": ""brief""}']","{'combination': 'lunch consideration', 'modifier': 'lunch'}",lunch consideration,lunch,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'passing consideration', 'modifier': 'passing'}",passing consideration,pass,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'brief consideration', 'modifier': 'brief'}",brief consideration,brief,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222
"If I suddenly became famous over night about as likely as pigs flying I wouldn't need to ask who told what, I'd know based on their personalities.",pigs flying,pig,fly,impossible,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""flying pig"", ""modifier"": ""flying""}']","['{""combination"": ""flying pig"", ""modifier"": ""flying""}']","['{""combination"": ""flying pig"", ""modifier"": ""flying""}']","{'combination': 'flying pig', 'modifier': 'flying'}",flying pig,fly,1.0,0.0,0.0,1.0,"{'combination': 'flying pig', 'modifier': 'flying'}",flying pig,fly,1.0,0.0,0.0,1.0,"{'combination': 'flying pig', 'modifier': 'flying'}",flying pig,fly,1.0,0.0,0.0,1.0
"The excitement of chasing something evaporated away like the Martian atmosphere, slowly and over billions of years, as Reginald tried to make sense of his brand new a pearly white situation.","the Martian atmosphere,",atmosphere,martian,thin,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""mars atmosphere"", ""modifier"": ""mars""}']","['{""combination"": ""lunar atmosphere"", ""modifier"": ""lunar""}']","['{""combination"": ""martian atmosphere"", ""modifier"": ""martian""}']","{'combination': 'mars atmosphere', 'modifier': 'mars'}",mars atmosphere,mar,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'lunar atmosphere', 'modifier': 'lunar'}",lunar atmosphere,lunar,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'martian atmosphere', 'modifier': 'martian'}",martian atmosphere,martian,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"He then discovered that he was in a gallery at the end of the great old hall, but raised as high as the capitals of the columns, and below him a strange sight presented itself by the faint light which reigned in the hall.",the capitals of the columns,capital,column,ornate,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 1, 3)","(3, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""combination"": ""baroque capital"", ""modifier"": ""baroque""}']","['{""combination"": ""gothic capital"", ""modifier"": ""gothic""}']","['{""combination"": ""baroque capital"", ""modifier"": ""baroque""}']","{'combination': 'baroque capital', 'modifier': 'baroque'}",baroque capital,baroque,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'gothic capital', 'modifier': 'gothic'}",gothic capital,gothic,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'baroque capital', 'modifier': 'baroque'}",baroque capital,baroque,0.8888888888888888,1.0,1.0,0.0
"the surge of sorrow was a tidal force , as inescapable as the pull of the moon .",the pull of the moon,pull,moon,inescapable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""magnetic pull"", ""modifier"": ""magnetic""}']","['{""combination"": ""magnetic pull"", ""modifier"": ""magnetic""}']","['{""combination"": ""magnetic pull"", ""modifier"": ""magnetic""}']","{'combination': 'magnetic pull', 'modifier': 'magnetic'}",magnetic pull,magnetic,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'magnetic pull', 'modifier': 'magnetic'}",magnetic pull,magnetic,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'magnetic pull', 'modifier': 'magnetic'}",magnetic pull,magnetic,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"Your face was as red as a setting sun, and you were full of experiencesa fulness that did not in the slightest impair your appetite.",a setting sun,sun,set,colorful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(5, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""setting sun"", ""modifier"": ""setting""}']","['{""combination"": ""setting sun"", ""modifier"": ""setting""}']","['{""combination"": ""setting sun"", ""modifier"": ""setting""}']","{'combination': 'setting sun', 'modifier': 'setting'}",setting sun,set,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'setting sun', 'modifier': 'setting'}",setting sun,set,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'setting sun', 'modifier': 'setting'}",setting sun,set,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""closet light"", ""modifier"": ""closet""}']","['{""combination"": ""refrigerator light"", ""modifier"": ""refrigerator""}']","['{""combination"": ""refrigerator light"", ""modifier"": ""refrigerator""}']","{'combination': 'closet light', 'modifier': 'closet'}",closet light,closet,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'refrigerator light', 'modifier': 'refrigerator'}",refrigerator light,refrigerator,1.0,0.0,0.3333333333333333,0.6666666666666667,"{'combination': 'refrigerator light', 'modifier': 'refrigerator'}",refrigerator light,refrigerator,1.0,0.0,0.3333333333333333,0.6666666666666667
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""distant fire"", ""modifier"": ""distant""}']","['{""combination"": ""distant fire"", ""modifier"": ""distant""}']","['{""combination"": ""distant fire"", ""modifier"": ""distant""}']","{'combination': 'distant fire', 'modifier': 'distant'}",distant fire,distant,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'distant fire', 'modifier': 'distant'}",distant fire,distant,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'distant fire', 'modifier': 'distant'}",distant fire,distant,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
