sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
reliable caregivers were as scarce as hens ' teeth and far more valuable .,hens ' teeth and,tooth,hen,nonexistant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""rare""}']","['{""property"": ""rarity""}']","['{""property"": ""rarity""}']",{'property': 'rare'},rare,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'rarity'},rarity,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'rarity'},rarity,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
information of that sort was as precious as water on mars .,water on mars,water,mar,scarce,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 3)","(1, 4, 2)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""possibility of life""}']","['{""property"": ""potential for life""}']","['{""property"": ""possibilities""}']",{'property': 'possibility of life'},possibility of life,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'potential for life'},potential for life,0.5555555555555556,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'possibilities'},possibilities,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
"If you're get this uncomfortable about washing a cucumber, then you're sexuality is about as brittle as uncooked pasta.",uncooked pasta,pasta,uncooked,brittle,emergent,"(emergent, emergent, component)","(4, 5, 5)","(1, 2, 3)","(1, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""inedible""}']","['{""property"": ""crunchy""}']","['{""property"": ""inedible""}']",{'property': 'inedible'},inedible,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'crunchy'},crunchy,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'inedible'},inedible,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0
For a time they kept side by side but in the distance they were as separate as the two ends of the earth.,the two ends of the earth,end,earth,distant,emergent,"(2, emergent, emergent)","(1, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""inaccessible""}']","['{""property"": ""distance""}']","['{""property"": ""incomprehensible""}']",{'property': 'inaccessible'},inaccessible,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'distance'},distance,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incomprehensible'},incomprehensible,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0
"Kings taste good, just like a bubblegum cigarette should!",a bubblegum cigarette,cigarette,bubblegum,pretend,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(3, 3, 3)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""paradoxical""}']","['{""property"": ""nostalgic""}']","['{""property"": ""novelty""}']",{'property': 'paradoxical'},paradoxical,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'nostalgic'},nostalgic,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'novelty'},novelty,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.2222222222222222
,shadowed sky,sky,shadow,ominous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 4, 4)",0.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""foreboding""}']","['{""property"": ""foreboding""}']","['{""property"": ""ominous""}']",{'property': 'foreboding'},foreboding,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'foreboding'},foreboding,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'ominous'},ominous,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22222222222222227
The cantonal or tribal magistrates were classified and arranged just like the magistrates of a municipality.,the magistrates of a municipality,magistrate,municipality,elected,emergent,"(emergent, component, emergent)","(5, 4, 4)","(3, 3, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""local governance""}']","['{""property"": ""bureaucratic""}']","['{""property"": ""governance""}']",{'property': 'local governance'},local governance,1.0,0.8888888888888888,1.0,1.0,0.0,{'property': 'bureaucratic'},bureaucratic,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'governance'},governance,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
"We saw, said Fuller afterwards, there was a gold mine in India, but it was as deep as the centre of the earth.",the centre of the earth,centre,earth,hot,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 1)","(3, 1, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""mysterious""}']","['{""property"": ""inaccessible""}']","['{""property"": ""inaccessible""}']",{'property': 'mysterious'},mysterious,0.7777777777777778,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'inaccessible'},inaccessible,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'inaccessible'},inaccessible,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
"I find the vocabulary raw like a flow of consciousness, something that you write from heart without polishing it with sweet words.",a flow of consciousness,flow,consciousness,unfiltered,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(4, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""introspection""}']","['{""property"": ""introspection""}']","['{""property"": ""introspective""}']",{'property': 'introspection'},introspection,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'introspection'},introspection,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'introspective'},introspective,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
gthealthy patriotism somehow healthy patriotism sounds always like healthy cancer.,healthy cancer,cancer,healthy,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(3, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']","['{""property"": ""paradoxical""}']",{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'paradoxical'},paradoxical,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
I bet that even when she removes them every night before she goes to bed she probably looks as plain as burnt toast.,burnt toast,toast,burn,bitter,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(5, 1, 4)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""bitter""}']","['{""property"": ""bitter""}']","['{""property"": ""bitterness""}']",{'property': 'bitter'},bitter,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'bitter'},bitter,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'bitterness'},bitterness,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
"And he thumps the ground just like a horse stamping, said Rose.",a horse stamping,horse,stamp,loud,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""impatience""}']","['{""property"": ""intimidating""}']","['{""property"": ""intimidating""}']",{'property': 'impatience'},impatience,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'intimidating'},intimidating,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'intimidating'},intimidating,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
It's sort of like a knife in the back.,a knife in the back,knife,back,betray,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(4, 5, 4)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']","['{""property"": ""betrayal""}']",{'property': 'betrayal'},betrayal,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'betrayal'},betrayal,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'betrayal'},betrayal,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""helpless""}']","['{""property"": ""helpless""}']","['{""property"": ""helpless""}']",{'property': 'helpless'},helpless,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'helpless'},helpless,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'helpless'},helpless,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"The barrier was raised, and by it perfect mountains had drifted and clouds of snow were whirling round like witches on broomsticks.",witches on broomsticks,witch,broomstick,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 5, 3)",0.2222222222222222,0.8888888888888888,0.6666666666666666,0.1111111111111111,False,0.6666666666666666,"['{""property"": ""mystical""}']","['{""property"": ""whimsical""}']","['{""property"": ""mystical""}']",{'property': 'mystical'},mystical,0.8888888888888888,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.0,{'property': 'whimsical'},whimsical,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.11111111111111116,{'property': 'mystical'},mystical,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
I was going to say it looks exactly like a dribble castle.,a dribble castle,castle,dribble,fragile,emergent,"(emergent, emergent, emergent)","(2, 5, 5)","(4, 4, 2)","(1, 1, 4)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""imaginative""}']","['{""property"": ""whimsical""}']","['{""property"": ""ephemeral""}']",{'property': 'imaginative'},imaginative,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'whimsical'},whimsical,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'ephemeral'},ephemeral,1.0,0.0,0.5555555555555556,0.5555555555555556,0.4444444444444444
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""curiosity""}']","['{""property"": ""mythical""}']","['{""property"": ""mythical""}']",{'property': 'curiosity'},curiosity,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.11111111111111116,{'property': 'mythical'},mythical,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,{'property': 'mythical'},mythical,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
"The couple made a tour to Harrogate and the English Lake District in 1809, although the former did not meet with her approval A scene without a hill seems to me to be about as interesting as a face without a nose!",a face without a nose,face,nose,unattractive,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(4, 3, 4)","(2, 3, 3)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""property"": ""unsettling""}']","['{""property"": ""incomplete""}']","['{""property"": ""peculiar""}']",{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'incomplete'},incomplete,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'peculiar'},peculiar,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""chilly""}']","['{""property"": ""cold storage""}']","['{""property"": ""chilling""}']",{'property': 'chilly'},chilly,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'cold storage'},cold storage,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'chilling'},chilling,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""precariousness""}']","['{""property"": ""precariousness""}']","['{""property"": ""precariousness""}']",{'property': 'precariousness'},precariousness,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'precariousness'},precariousness,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'precariousness'},precariousness,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""chaos""}']","['{""property"": ""chaos""}']","['{""property"": ""chaotic""}']",{'property': 'chaos'},chaos,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,{'property': 'chaos'},chaos,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'chaotic'},chaotic,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""irritating""}']","['{""property"": ""unsettling""}']","['{""property"": ""unsettling""}']",{'property': 'irritating'},irritating,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unsettling'},unsettling,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'unsettling'},unsettling,0.8888888888888888,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.6666666666666666
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""edible""}']","['{""property"": ""easier to eat""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0,{'property': 'easier to eat'},easier to eat,0.8888888888888888,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.33333333333333326,{'property': 'edible'},edible,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.0
But my heart is all aflutter like the washing on the line.,the washing on the line,washing,line,moving in the wind.,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(3, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""vulnerability""}']","['{""property"": ""vulnerability""}']","['{""property"": ""exposed""}']",{'property': 'vulnerability'},vulnerability,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'vulnerability'},vulnerability,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'exposed'},exposed,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
I think comparing how things work in different countries for poor people is kind of like apples to oranges. ampx200B,apples to oranges,apple,orange,incomparable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']","['{""property"": ""incomparable""}']",{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778,{'property': 'incomparable'},incomparable,0.7777777777777778,0.0,0.0,0.0,0.7777777777777778
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""destructive""}']","['{""property"": ""vandalism""}']","['{""property"": ""vandalism""}']",{'property': 'destructive'},destructive,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.6666666666666666,{'property': 'vandalism'},vandalism,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'vandalism'},vandalism,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""property"": ""festive""}']","['{""property"": ""festive""}']","['{""property"": ""festive""}']",{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'festive'},festive,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"it would just sit there like the elephant in the room , making the suspect wonder just how much dirt we had on him .",the elephant in the room,elephant,room,unacknowledge,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unspoken tension""}']","['{""property"": ""unacknowledged""}']","['{""property"": ""unacknowledged""}']",{'property': 'unspoken tension'},unspoken tension,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'unacknowledged'},unacknowledged,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'unacknowledged'},unacknowledged,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"Something about the way moonlight is soft, welcoming, but also can be cold and harsh like a fake smile. ",a fake smile,smile,fake,forced,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 1, 2)","(5, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""insincere""}']","['{""property"": ""insincerity""}']","['{""property"": ""insincerity""}']",{'property': 'insincere'},insincere,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'insincerity'},insincerity,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'insincerity'},insincerity,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
"But after that, I believe it's one of those just like instinct feelings that he had trusting us to help him and help his children.",instinct feelings,feeling,instinct,innate,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 3, 3)","(5, 5, 5)",0.0,1.0,0.3333333333333333,1.0,False,1.0,"['{""property"": ""intuitive""}']","['{""property"": ""intuition-driven""}']","['{""property"": ""intuition-driven""}']",{'property': 'intuitive'},intuitive,1.0,0.7777777777777778,1.0,1.0,0.0,{'property': 'intuition-driven'},intuition-driven,1.0,0.7777777777777778,1.0,1.0,0.0,{'property': 'intuition-driven'},intuition-driven,1.0,0.7777777777777778,1.0,1.0,0.0
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""overlooked""}']","['{""property"": ""overlooked""}']","['{""property"": ""secondary""}']",{'property': 'overlooked'},overlooked,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'overlooked'},overlooked,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,{'property': 'secondary'},secondary,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326
,a toad in a block,toad,block,trapped,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 5)","(4, 3, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""confined""}']","['{""property"": ""trapped""}']","['{""property"": ""trapped""}']",{'property': 'confined'},confined,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'trapped'},trapped,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'trapped'},trapped,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""mysterious""}']","['{""property"": ""unexpected""}']","['{""property"": ""unexpected""}']",{'property': 'mysterious'},mysterious,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.0,{'property': 'unexpected'},unexpected,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,{'property': 'unexpected'},unexpected,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""melancholic""}']","['{""property"": ""melancholic""}']","['{""property"": ""melancholy""}']",{'property': 'melancholic'},melancholic,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'melancholic'},melancholic,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0,{'property': 'melancholy'},melancholy,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.0
"Hotman points out that while they may be a people without a king a king without a people is as inconceivable as a pastor without a flock , and suggests that the supposed ancient kingdom of Francogallia was not subject to the law of inheritance as if it were a private patrimony but was habitually transferred by the votes and decisions of the people .",a pastor without a flock,pastor,flock,unfulfilled,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(4, 4, 4)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""isolated""}']","['{""property"": ""isolated""}']","['{""property"": ""isolated""}']",{'property': 'isolated'},isolated,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'isolated'},isolated,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556,{'property': 'isolated'},isolated,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
The seafarers and the peasants always had a difficulty in keeping on peaceable terms with one another they were as different as land and sea.,land and sea,land,sea,different,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""coastal""}']","['{""property"": ""biodiversity""}']","['{""property"": ""diverse""}']",{'property': 'coastal'},coastal,0.8888888888888888,0.3333333333333333,1.0,1.0,0.0,{'property': 'biodiversity'},biodiversity,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'diverse'},diverse,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0
,a scooter with an oven,scooter,oven,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(3, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""property"": ""impractical""}']","['{""property"": ""impractical""}']","['{""property"": ""impractical""}']",{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"Thrue for ye, says Jack, Im bint double like a cod in a pot, wid my heels in my mouth amost.",a cod in a pot,cod,pot,helpless,emergent,"(component, emergent, emergent)","(3, 4, 3)","(2, 3, 2)","(2, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""cooking""}']","['{""property"": ""cooking""}']","['{""property"": ""soup-making""}']",{'property': 'cooking'},cooking,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,{'property': 'cooking'},cooking,0.8888888888888888,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,{'property': 'soup-making'},soup-making,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0
