sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_multi_0_generated_,Meta-Llama-3.1-70B-Instruct_multi_1_generated_,Meta-Llama-3.1-70B-Instruct_multi_2_generated_
"Pluck's a very good thing, but pluck without brains is as useless as an engine without coal.",an engine without coal,engine,coal,powerless,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(3, 4, 4)",0.7777777777777778,1.0,0.0,0.2222222222222222,True,0.2222222222222222,"['{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""disconnected engine"", ""modifier"": ""disconnected""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""empty engine"", ""modifier"": ""empty""}']","['{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""silent engine"", ""modifier"": ""silent""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}']","['{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""rusty engine"", ""modifier"": ""rusty""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}', '{""combination"": ""rusty engine"", ""modifier"": ""rusty""}', '{""combination"": ""broken engine"", ""modifier"": ""broken""}']"
,a peck in the eye,peck,eye,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""sharp peck"", ""modifier"": ""sharp""}', '{""combination"": ""strong peck"", ""modifier"": ""strong""}', '{""combination"": ""strong peck"", ""modifier"": ""strong""}', '{""combination"": ""strong peck"", ""modifier"": ""strong""}', '{""combination"": ""sharp peck"", ""modifier"": ""sharp""}']","['{""combination"": ""violent peck"", ""modifier"": ""violent""}', '{""combination"": ""sharp peck"", ""modifier"": ""sharp""}', '{""combination"": ""sharp peck"", ""modifier"": ""sharp""}', '{""combination"": ""hard peck"", ""modifier"": ""hard""}', '{""combination"": ""forceful peck"", ""modifier"": ""forceful""}']","['{""combination"": ""hard peck"", ""modifier"": ""hard""}', '{""combination"": ""hard peck"", ""modifier"": ""hard""}', '{""combination"": ""hard peck"", ""modifier"": ""hard""}', '{""combination"": ""strong peck"", ""modifier"": ""strong""}', '{""combination"": ""hard peck"", ""modifier"": ""hard""}']"
OP you are as useless as a paper condom,a paper condom,condom,paper,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 5, 2)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""punctured condom"", ""modifier"": ""punctured""}']","['{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""punctured condom"", ""modifier"": ""punctured""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}', '{""combination"": ""torn condom"", ""modifier"": ""torn""}']","['{""combination"": ""expired condom"", ""modifier"": ""expired""}', '{""combination"": ""punctured condom"", ""modifier"": ""punctured""}', '{""combination"": ""damaged condom"", ""modifier"": ""damaged""}', '{""combination"": ""damaged condom"", ""modifier"": ""damaged""}', '{""combination"": ""expired condom"", ""modifier"": ""expired""}']"
"But, even he doesn't have it as bad as the peeing on the snow and making children think it's yellow snow and making them eat it and then laughing fairy.",the peeing on the snow,peeing,snow,prankish,emergent,"(emergent, emergent, emergent)","(4, 4, 3)","(3, 4, 2)","(2, 1, 2)",0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""fake peeing"", ""modifier"": ""fake""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""fake peeing"", ""modifier"": ""fake""}']","['{""combination"": ""fake peeing"", ""modifier"": ""fake""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""fake peeing"", ""modifier"": ""fake""}']","['{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}', '{""combination"": ""fake peeing"", ""modifier"": ""fake""}', '{""combination"": ""public peeing"", ""modifier"": ""public""}']"
"at this moment , the thought of resisting this pull toward her enticing lips was as silly as defying gravity . ",defying gravity,gravity,defy,hard,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 3)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""quantum gravity"", ""modifier"": ""quantum""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""quantum gravity"", ""modifier"": ""quantum""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}']","['{""combination"": ""solid gravity"", ""modifier"": ""solid""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""nuclear gravity"", ""modifier"": ""nuclear""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}']","['{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""quantum gravity"", ""modifier"": ""quantum""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""strong gravity"", ""modifier"": ""strong""}', '{""combination"": ""solid gravity"", ""modifier"": ""solid""}']"
,a speeding driver,driver,speed,reckless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""drunk driver"", ""modifier"": ""drunk""}', '{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""sleep-deprived driver"", ""modifier"": ""sleep-deprived""}', '{""combination"": ""drunk driver"", ""modifier"": ""drunk""}']","['{""combination"": ""sleep-deprived driver"", ""modifier"": ""sleep-deprived""}', '{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""sleep-deprived driver"", ""modifier"": ""sleep-deprived""}']","['{""combination"": ""teenage driver"", ""modifier"": ""teenage""}', '{""combination"": ""young driver"", ""modifier"": ""young""}', '{""combination"": ""drunk driver"", ""modifier"": ""drunk""}', '{""combination"": ""sleep-deprived driver"", ""modifier"": ""sleep-deprived""}', '{""combination"": ""drunk driver"", ""modifier"": ""drunk""}']"
This is as hot as a cat in a pan.,a cat in a pan,cat,pan,suffering,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 3, 2)","(1, 2, 2)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""homeless cat"", ""modifier"": ""homeless""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}']","['{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}']","['{""combination"": ""abandoned cat"", ""modifier"": ""abandoned""}', '{""combination"": ""homeless cat"", ""modifier"": ""homeless""}', '{""combination"": ""hungry cat"", ""modifier"": ""hungry""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}', '{""combination"": ""starving cat"", ""modifier"": ""starving""}']"
And he sat down absentmindedly like a wooden rooster.,a wooden rooster,rooster,wooden,carved,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""carved wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}']","['{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}', '{""combination"": ""wooden rooster"", ""modifier"": ""wooden""}']"
"with my brother gone , it would all fall apart like a wet cigar if it were n't for the few remaining responsible adults like my own self . ''",a wet cigar,cigar,wet,useless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 2, 1)","(3, 4, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""unlit cigar"", ""modifier"": ""unlit""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}']","['{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""unlit cigar"", ""modifier"": ""unlit""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}']","['{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}', '{""combination"": ""wet cigar"", ""modifier"": ""wet""}']"
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}']","['{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}']","['{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}', '{""combination"": ""indoor fountain"", ""modifier"": ""indoor""}']"
"I can literally blow it away, and it's just like champagne powder.",champagne powder,powder,champagne,fluffy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(1, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""talcum powder"", ""modifier"": ""talcum""}', '{""combination"": ""down powder"", ""modifier"": ""down""}', '{""combination"": ""baby powder"", ""modifier"": ""baby""}', '{""combination"": ""cosmetic powder"", ""modifier"": ""cosmetic""}', '{""combination"": ""cotton powder"", ""modifier"": ""cotton""}']","['{""combination"": ""cotton powder"", ""modifier"": ""cotton""}', '{""combination"": ""light powder"", ""modifier"": ""light""}', '{""combination"": ""light powder"", ""modifier"": ""light""}', '{""combination"": ""cotton powder"", ""modifier"": ""cotton""}', '{""combination"": ""cosmetic powder"", ""modifier"": ""cosmetic""}']","['{""combination"": ""talcum powder"", ""modifier"": ""talcum""}', '{""combination"": ""downy powder"", ""modifier"": ""downy""}', '{""combination"": ""cosmetic powder"", ""modifier"": ""cosmetic""}', '{""combination"": ""cosmetic powder"", ""modifier"": ""cosmetic""}', '{""combination"": ""cosmetic powder"", ""modifier"": ""cosmetic""}']"
"Without the brain and nerves the body would be just like an army without a commander, or a lot of workmen without an overseer.","an army without a commander, or",army,commander,lack of direction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 4)","(4, 1, 5)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}']","['{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}']","['{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}', '{""combination"": ""leaderless army"", ""modifier"": ""leaderless""}']"
Also some restaurants put it in pizza crusts which is shitty because I actually like pizza with no cheese.,pizza with no cheese,pizza,cheese,dairy-free,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 3, 2)","(5, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""veggie pizza"", ""modifier"": ""veggie""}', '{""combination"": ""veggie pizza"", ""modifier"": ""veggie""}']","['{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}']","['{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}', '{""combination"": ""vegan pizza"", ""modifier"": ""vegan""}']"
"his voice was low , but the anguish in it was as plain as nails on a blackboard . ",nails on a blackboard,nail,blackboard,grating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 3)","(5, 5, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}', '{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']"
"As every one gave him a nickel or dime at each ford, and the guidon staff was simply a most convenient alpenstock, he was the envy of all the others as he slowly but surely amassed his gains not so slowly either, for the river made so many windings from one side of its high walled valley to the other, that his receipts rivaled a western railroad in the matter of mileage, but the locomotion was scarcely as comfortable as railroad travel.",railroad travel,travel,railroad,comfortable,emergent,"(component, emergent, emergent)","(4, 4, 4)","(4, 2, 3)","(3, 3, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}']","['{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}', '{""combination"": ""first-class travel"", ""modifier"": ""first-class""}', '{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}']","['{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxurious travel"", ""modifier"": ""luxurious""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}', '{""combination"": ""luxury travel"", ""modifier"": ""luxury""}']"
"Thus although, most of the science establishments in the major NICs can be said to be doing fairly well, none of them have been as successful as the developed countries.",the developed countries,country,develop,affluent,emergent,"(component, emergent, emergent)","(4, 5, 5)","(2, 2, 3)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}']","['{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}']","['{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}', '{""combination"": ""oil-rich country"", ""modifier"": ""oil-rich""}']"
PINEAPPLE AND PIZZA GO TOGETHER LIKE BREAD AND BUTTER,BREAD AND BUTTER,bread,butter,perfect match,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 4, 4)","(3, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""toasted bread"", ""modifier"": ""toasted""}', '{""combination"": ""French bread"", ""modifier"": ""French""}', '{""combination"": ""toasted bread"", ""modifier"": ""toasted""}', '{""combination"": ""freshly baked bread"", ""modifier"": ""freshly baked""}', '{""combination"": ""companion bread"", ""modifier"": ""companion""}']","['{""combination"": ""freshly baked bread"", ""modifier"": ""freshly baked""}', '{""combination"": ""toasted bread"", ""modifier"": ""toasted""}', '{""combination"": ""freshly baked bread"", ""modifier"": ""freshly baked""}', '{""combination"": ""matching bread"", ""modifier"": ""matching""}', '{""combination"": ""freshly baked bread"", ""modifier"": ""freshly baked""}']","['{""combination"": ""toasted bread"", ""modifier"": ""toasted""}', '{""combination"": ""toasted bread"", ""modifier"": ""toasted""}', '{""combination"": ""freshly baked bread"", ""modifier"": ""freshly baked""}', '{""combination"": ""complimentary bread"", ""modifier"": ""complimentary""}', '{""combination"": ""whole wheat bread"", ""modifier"": ""whole wheat""}']"
"You sit there, mouth open like a floundering fish. ",a floundering fish,fish,flounder,gasping for breath,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(4, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}']","['{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}']","['{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}', '{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""beached fish"", ""modifier"": ""beached""}', '{""combination"": ""fish out of water"", ""modifier"": ""out of water""}']"
"and then he took off out of here like a bat out of a sunrise , '' sidney finished . ",a bat out of a sunrise,bat,sunrise,disappear,emergent,"(emergent, component, emergent)","(3, 5, 4)","(2, 3, 3)","(3, 3, 3)",0.0,0.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""stealth bat"", ""modifier"": ""stealth""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}', '{""combination"": ""ghost bat"", ""modifier"": ""ghost""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}']","['{""combination"": ""black hole bat"", ""modifier"": ""black hole""}', '{""combination"": ""phantom bat"", ""modifier"": ""phantom""}', '{""combination"": ""stealth bat"", ""modifier"": ""stealth""}', '{""combination"": ""stealth bat"", ""modifier"": ""stealth""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}']","['{""combination"": ""invisible bat"", ""modifier"": ""invisible""}', '{""combination"": ""stealth bat"", ""modifier"": ""stealth""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}', '{""combination"": ""ghost bat"", ""modifier"": ""ghost""}', '{""combination"": ""invisible bat"", ""modifier"": ""invisible""}']"
"come along , grasp my hand properly amelia , you are as limp as a gasping fish . ",a gasping fish,fish,gasp,suffocating,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""out-of-water fish"", ""modifier"": ""out-of-water""}', '{""combination"": ""fried fish"", ""modifier"": ""fried""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""out-of-water fish"", ""modifier"": ""out-of-water""}', '{""combination"": ""out-of-water fish"", ""modifier"": ""out-of-water""}']","['{""combination"": ""fried fish"", ""modifier"": ""fried""}', '{""combination"": ""dried fish"", ""modifier"": ""dried""}', '{""combination"": ""frozen fish"", ""modifier"": ""frozen""}', '{""combination"": ""fried fish"", ""modifier"": ""fried""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}']","['{""combination"": ""fried fish"", ""modifier"": ""fried""}', '{""combination"": ""dead fish"", ""modifier"": ""dead""}', '{""combination"": ""fried fish"", ""modifier"": ""fried""}', '{""combination"": ""out-of-water fish"", ""modifier"": ""out-of-water""}', '{""combination"": ""landed fish"", ""modifier"": ""landed""}']"
,the tallest midget,midget,tall,oxymoronic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 4)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}']","['{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}']","['{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}', '{""combination"": ""giant midget"", ""modifier"": ""giant""}']"
goddamn chinese were as doublefaced as a twoheaded dragon .,a twoheaded dragon,dragon,twoheaded,duplicitous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 5, 5)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}', '{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}', '{""combination"": ""smiling dragon"", ""modifier"": ""smiling""}', '{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}', '{""combination"": ""politic dragon"", ""modifier"": ""politic""}']","['{""combination"": ""politician dragon"", ""modifier"": ""politician""}', '{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}', '{""combination"": ""smiling dragon"", ""modifier"": ""smiling""}', '{""combination"": ""two-headed dragon"", ""modifier"": ""two-headed""}', '{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}']","['{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}', '{""combination"": ""two-headed dragon"", ""modifier"": ""two-headed""}', '{""combination"": ""political dragon"", ""modifier"": ""political""}', '{""combination"": ""double-headed dragon"", ""modifier"": ""double-headed""}', '{""combination"": ""two-faced dragon"", ""modifier"": ""two-faced""}']"
