sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_combination,o1-mini-2024-09-12_naive_0_modifier,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_combination,o1-mini-2024-09-12_naive_1_modifier,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_combination,o1-mini-2024-09-12_naive_2_modifier,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
"Still though, it was so frustrating to have him sit there like a wounded child, he never listened, that was always the problem, so absorbed in his own petty little...",a wounded child,child,wound,helpless,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 2, 4)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""combination"": ""young child"", ""modifier"": ""young""}']","['{""combination"": ""young child"", ""modifier"": ""young""}']","['{""combination"": ""young child"", ""modifier"": ""young""}']","{'combination': 'young child', 'modifier': 'young'}",young child,young,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.0,"{'combination': 'young child', 'modifier': 'young'}",young child,young,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'young child', 'modifier': 'young'}",young child,young,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.0
"Lady Romaine waved her scented kerchief, and then routed her scentbottle out of her reticule, and turning sharply upon her daughter, said, Why sit you ever like a stuffed owl, without so much as a word or a smile?",a stuffed owl,owl,stuff,unresponsive,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(3, 5, 3)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""plastic owl"", ""modifier"": ""plastic""}']","['{""combination"": ""stone owl"", ""modifier"": ""stone""}']","['{""combination"": ""silent owl"", ""modifier"": ""silent""}']","{'combination': 'plastic owl', 'modifier': 'plastic'}",plastic owl,plastic,1.0,1.0,1.0,0.0,"{'combination': 'stone owl', 'modifier': 'stone'}",stone owl,stone,1.0,1.0,1.0,0.0,"{'combination': 'silent owl', 'modifier': 'silent'}",silent owl,silent,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0
You'll wind up flopping your hand back and forth like a fish on land.,a fish on land,fish,land,awkward,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(3, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""wobbly fish"", ""modifier"": ""wobbly""}']","['{""combination"": ""stiff fish"", ""modifier"": ""stiff""}']","['{""combination"": ""walking fish"", ""modifier"": ""walking""}']","{'combination': 'wobbly fish', 'modifier': 'wobbly'}",wobbly fish,wobbly,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'stiff fish', 'modifier': 'stiff'}",stiff fish,stiff,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0,"{'combination': 'walking fish', 'modifier': 'walking'}",walking fish,walk,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
,an honest politician,politician,honest,rare,emergent,"(emergent, component, emergent)","(5, 4, 5)","(3, 2, 4)","(4, 4, 4)",0.1111111111111111,0.7777777777777778,0.2222222222222222,0.6666666666666666,False,0.6666666666666666,"['{""combination"": ""honest politician"", ""modifier"": ""honest""}']","['{""combination"": ""female politician"", ""modifier"": ""female""}']","['{""combination"": ""independent politician"", ""modifier"": ""independent""}']","{'combination': 'honest politician', 'modifier': 'honest'}",honest politician,honest,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'female politician', 'modifier': 'female'}",female politician,female,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'independent politician', 'modifier': 'independent'}",independent politician,independent,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"just like old days , '' owen says as he picks up his bass guitar .",old days,day,old,cherish,emergent,"(component, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(3, 4, 4)",0.2222222222222222,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['```json\n{""combination"": ""memorable day"", ""modifier"": ""memorable""}\n```']","['{""combination"": ""beautiful day"", ""modifier"": ""beautiful""}']","['{""combination"": ""special day"", ""modifier"": ""special""}']","{'combination': 'memorable day', 'modifier': 'memorable'}",memorable day,memorable,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'beautiful day', 'modifier': 'beautiful'}",beautiful day,beautiful,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'special day', 'modifier': 'special'}",special day,special,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
"A man still maintaining a visible egoism in a period of dominant altruism, would feel as uncomfortable as a man with a tail.",a man with a tail,man,tail,unnatural,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 2)","(1, 5, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""plastic man"", ""modifier"": ""plastic""}']","['{""combination"": ""green man"", ""modifier"": ""green""}']","['{""combination"": ""wooden man"", ""modifier"": ""wooden""}']","{'combination': 'plastic man', 'modifier': 'plastic'}",plastic man,plastic,1.0,1.0,1.0,0.0,"{'combination': 'green man', 'modifier': 'green'}",green man,green,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666667,"{'combination': 'wooden man', 'modifier': 'wooden'}",wooden man,wooden,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.4444444444444445
his eyes were as black as the sky between stars .,the sky between stars,sky,star,black,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 4)","(1, 2, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""night sky"", ""modifier"": ""night""}']","['{""combination"": ""night sky"", ""modifier"": ""night""}']","['{""combination"": ""night sky"", ""modifier"": ""night""}']","{'combination': 'night sky', 'modifier': 'night'}",night sky,night,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'night sky', 'modifier': 'night'}",night sky,night,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'night sky', 'modifier': 'night'}",night sky,night,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
the interior was as chilly as a meat locker .,a meat locker,locker,meat,very cold,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 2)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""steel locker"", ""modifier"": ""steel""}']","['{""combination"": ""metal locker"", ""modifier"": ""metal""}']","['{""combination"": ""unheated locker"", ""modifier"": ""unheated""}']","{'combination': 'steel locker', 'modifier': 'steel'}",steel locker,steel,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,"{'combination': 'metal locker', 'modifier': 'metal'}",metal locker,metal,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,"{'combination': 'unheated locker', 'modifier': 'unheated'}",unheated locker,unheated,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"eventually , the fantasy falls apart like a mansion without a foundation , and all thats left to do is to clean up the rubble . ",a mansion without a foundation,mansion,foundation,unstable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""old mansion"", ""modifier"": ""old""}']","['{""combination"": ""unfinished mansion"", ""modifier"": ""unfinished""}']","['{""combination"": ""old mansion"", ""modifier"": ""old""}']","{'combination': 'old mansion', 'modifier': 'old'}",old mansion,old,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'unfinished mansion', 'modifier': 'unfinished'}",unfinished mansion,unfinishe,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'old mansion', 'modifier': 'old'}",old mansion,old,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
But I know nothing about motorcycles so my opinion is probably as useful as a gun with zero bullets.,a gun with zero bullets,gun,bullet,ineffective,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 2, 3)","(2, 1, 2)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['```json\n{""combination"": ""toy gun"", ""modifier"": ""toy""}\n```']","['{""combination"": ""rusty gun"", ""modifier"": ""rusty""}']","['{""combination"": ""decorative gun"", ""modifier"": ""decorative""}']","{'combination': 'toy gun', 'modifier': 'toy'}",toy gun,toy,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.4444444444444444,"{'combination': 'rusty gun', 'modifier': 'rusty'}",rusty gun,rusty,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'decorative gun', 'modifier': 'decorative'}",decorative gun,decorative,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
his tail was wagging as fast as a metronome out of control .,a metronome out of control,metronome,control,erratic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 2)","(5, 4, 3)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""variable metronome"", ""modifier"": ""variable""}']","['{""combination"": ""wobbly metronome"", ""modifier"": ""wobbly""}']","['{""combination"": ""old metronome"", ""modifier"": ""old""}']","{'combination': 'variable metronome', 'modifier': 'variable'}",variable metronome,variable,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'wobbly metronome', 'modifier': 'wobbly'}",wobbly metronome,wobbly,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'old metronome', 'modifier': 'old'}",old metronome,old,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.0
holds ears The sound of that cardboard brushing together is as bad as nails on a chalkboard!,nails on a chalkboard,nail,chalkboard,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 3, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""long nail"", ""modifier"": ""long""}']","['{""combination"": ""rusty nail"", ""modifier"": ""rusty""}']","['{""combination"": ""loose nail"", ""modifier"": ""loose""}']","{'combination': 'long nail', 'modifier': 'long'}",long nail,long,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'rusty nail', 'modifier': 'rusty'}",rusty nail,rusty,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'loose nail', 'modifier': 'loose'}",loose nail,loose,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
She jabs them with her stinger and he goes as limp as a boned fish!,a boned fish,fish,boned,lifeless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""plastic fish"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic fish"", ""modifier"": ""plastic""}']","['{""combination"": ""plastic fish"", ""modifier"": ""plastic""}']","{'combination': 'plastic fish', 'modifier': 'plastic'}",plastic fish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'plastic fish', 'modifier': 'plastic'}",plastic fish,plastic,1.0,1.0,1.0,0.0,"{'combination': 'plastic fish', 'modifier': 'plastic'}",plastic fish,plastic,1.0,1.0,1.0,0.0
,a brick through a window,brick,window,destructive,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""heavy brick"", ""modifier"": ""heavy""}']","['{""combination"": ""heavy brick"", ""modifier"": ""heavy""}']","['{""combination"": ""flying brick"", ""modifier"": ""flying""}']","{'combination': 'heavy brick', 'modifier': 'heavy'}",heavy brick,heavy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'heavy brick', 'modifier': 'heavy'}",heavy brick,heavy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'flying brick', 'modifier': 'flying'}",flying brick,fly,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337
Was he hollow like a chocolate bunny?,a chocolate bunny,bunny,chocolate,hollow,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 2)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""lightweight bunny"", ""modifier"": ""lightweight""}']","['{""combination"": ""plastic bunny"", ""modifier"": ""plastic""}']","['{""combination"": ""metal bunny"", ""modifier"": ""metal""}']","{'combination': 'lightweight bunny', 'modifier': 'lightweight'}",lightweight bunny,lightweight,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'plastic bunny', 'modifier': 'plastic'}",plastic bunny,plastic,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'metal bunny', 'modifier': 'metal'}",metal bunny,metal,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"The block is shaped rather like a slice of cake , with its narrow point on Seven Dials and the two sides radiating outwards .",a slice of cake,slice,cake,wedge,emergent,"(component, emergent, emergent)","(5, 5, 4)","(4, 5, 5)","(2, 1, 2)",0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""triangular slice"", ""modifier"": ""triangular""}']","['{""combination"": ""triangular slice"", ""modifier"": ""triangular""}']","['{""combination"": ""triangular slice"", ""modifier"": ""triangular""}']","{'combination': 'triangular slice', 'modifier': 'triangular'}",triangular slice,triangular,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'triangular slice', 'modifier': 'triangular'}",triangular slice,triangular,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111105,"{'combination': 'triangular slice', 'modifier': 'triangular'}",triangular slice,triangular,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
"I throw it away like a blade of grass, and so far from lamenting, I feel rather as if I had been born again.",a blade of grass,blade,grass,unimportant,emergent,"(emergent, emergent, emergent)","(4, 3, 3)","(1, 1, 1)","(1, 2, 2)",0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""common blade"", ""modifier"": ""common""}']","['{""combination"": ""secondary blade"", ""modifier"": ""secondary""}']","['{""combination"": ""minor blade"", ""modifier"": ""minor""}']","{'combination': 'common blade', 'modifier': 'common'}",common blade,common,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'secondary blade', 'modifier': 'secondary'}",secondary blade,secondary,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'minor blade', 'modifier': 'minor'}",minor blade,minor,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"Much like the Dutch cartoons, the radical elements in the middle east took something fairly harmless, distorted and outright lied about it and used it as a cover to commit murder and strengthen their own political power.",the Dutch cartoons,cartoon,dutch,controversial,emergent,"(emergent, component, emergent)","(4, 2, 4)","(3, 4, 2)","(2, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""political cartoon"", ""modifier"": ""political""}']","['{""combination"": ""political cartoon"", ""modifier"": ""political""}']","['{""combination"": ""political cartoon"", ""modifier"": ""political""}']","{'combination': 'political cartoon', 'modifier': 'political'}",political cartoon,political,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'political cartoon', 'modifier': 'political'}",political cartoon,political,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'political cartoon', 'modifier': 'political'}",political cartoon,political,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.0
"christina was nice enough , but her brain often seemed about as functional as a cardboard lifeboat . ",a cardboard lifeboat,lifeboat,cardboard,not functional,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 4, 2)","(5, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""old lifeboat"", ""modifier"": ""old""}']","['{""combination"": ""old lifeboat"", ""modifier"": ""old""}']","['{""combination"": ""abandoned lifeboat"", ""modifier"": ""abandoned""}']","{'combination': 'old lifeboat', 'modifier': 'old'}",old lifeboat,old,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'old lifeboat', 'modifier': 'old'}",old lifeboat,old,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'abandoned lifeboat', 'modifier': 'abandoned'}",abandoned lifeboat,abandon,0.5555555555555556,1.0,1.0,0.0
The software is almost like a side consideration.,a side consideration,consideration,side,minor,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""limited consideration"", ""modifier"": ""limited""}']","['{""combination"": ""mere consideration"", ""modifier"": ""mere""}']","['{""combination"": ""occasional consideration"", ""modifier"": ""occasional""}']","{'combination': 'limited consideration', 'modifier': 'limited'}",limited consideration,limit,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'mere consideration', 'modifier': 'mere'}",mere consideration,mere,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'occasional consideration', 'modifier': 'occasional'}",occasional consideration,occasional,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"If I suddenly became famous over night about as likely as pigs flying I wouldn't need to ask who told what, I'd know based on their personalities.",pigs flying,pig,fly,impossible,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""square pig"", ""modifier"": ""square""}']","['{""combination"": ""flying pig"", ""modifier"": ""flying""}']","['{""combination"": ""flying pig"", ""modifier"": ""flying""}']","{'combination': 'square pig', 'modifier': 'square'}",square pig,square,0.8888888888888888,0.0,0.0,0.8888888888888888,"{'combination': 'flying pig', 'modifier': 'flying'}",flying pig,fly,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'flying pig', 'modifier': 'flying'}",flying pig,fly,1.0,0.0,0.0,1.0
"The excitement of chasing something evaporated away like the Martian atmosphere, slowly and over billions of years, as Reginald tried to make sense of his brand new a pearly white situation.","the Martian atmosphere,",atmosphere,martian,thin,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(2, 3, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""upper atmosphere"", ""modifier"": ""upper""}']","['{""combination"": ""upper atmosphere"", ""modifier"": ""upper""}']","['{""combination"": ""upper atmosphere"", ""modifier"": ""upper""}']","{'combination': 'upper atmosphere', 'modifier': 'upper'}",upper atmosphere,upper,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'upper atmosphere', 'modifier': 'upper'}",upper atmosphere,upper,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556,"{'combination': 'upper atmosphere', 'modifier': 'upper'}",upper atmosphere,upper,0.8888888888888888,0.0,0.3333333333333333,0.5555555555555556
"He then discovered that he was in a gallery at the end of the great old hall, but raised as high as the capitals of the columns, and below him a strange sight presented itself by the faint light which reigned in the hall.",the capitals of the columns,capital,column,ornate,emergent,"(component, emergent, emergent)","(5, 4, 5)","(4, 1, 3)","(3, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""combination"": ""marble capital"", ""modifier"": ""marble""}']","['{""combination"": ""stone capital"", ""modifier"": ""stone""}']","['{""combination"": ""grand capital"", ""modifier"": ""grand""}']","{'combination': 'marble capital', 'modifier': 'marble'}",marble capital,marble,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'stone capital', 'modifier': 'stone'}",stone capital,stone,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.3333333333333333,"{'combination': 'grand capital', 'modifier': 'grand'}",grand capital,grand,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"the surge of sorrow was a tidal force , as inescapable as the pull of the moon .",the pull of the moon,pull,moon,inescapable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""compelling pull"", ""modifier"": ""compelling""}']","['{""combination"": ""powerful pull"", ""modifier"": ""powerful""}']","['{""combination"": ""magnetic pull"", ""modifier"": ""magnetic""}']","{'combination': 'compelling pull', 'modifier': 'compelling'}",compelling pull,compelling,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'powerful pull', 'modifier': 'powerful'}",powerful pull,powerful,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'magnetic pull', 'modifier': 'magnetic'}",magnetic pull,magnetic,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0
"Your face was as red as a setting sun, and you were full of experiencesa fulness that did not in the slightest impair your appetite.",a setting sun,sun,set,colorful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(5, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""bright sun"", ""modifier"": ""bright""}']","['{""combination"": ""golden sun"", ""modifier"": ""golden""}']","['{""combination"": ""rising sun"", ""modifier"": ""rising""}']","{'combination': 'bright sun', 'modifier': 'bright'}",bright sun,bright,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'golden sun', 'modifier': 'golden'}",golden sun,golden,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'rising sun', 'modifier': 'rising'}",rising sun,rise,0.7777777777777778,0.0,0.3333333333333333,0.4444444444444445
,the light in the fridge,light,fridge,turning off when the door closes,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(4, 5, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""automatic light"", ""modifier"": ""automatic""}']","['{""combination"": ""automatic light"", ""modifier"": ""automatic""}']","['{""combination"": ""sensor light"", ""modifier"": ""sensor""}']","{'combination': 'automatic light', 'modifier': 'automatic'}",automatic light,automatic,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'automatic light', 'modifier': 'automatic'}",automatic light,automatic,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.4444444444444445,"{'combination': 'sensor light', 'modifier': 'sensor'}",sensor light,sensor,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
their maju was low like a dying fire .,a dying fire,fire,die,low intensity,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 3)","(1, 4, 5)",0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""small fire"", ""modifier"": ""small""}']","['{""combination"": ""steady fire"", ""modifier"": ""steady""}']","['{""combination"": ""small fire"", ""modifier"": ""small""}']","{'combination': 'small fire', 'modifier': 'small'}",small fire,small,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'steady fire', 'modifier': 'steady'}",steady fire,steady,0.2222222222222222,1.0,1.0,0.0,"{'combination': 'small fire', 'modifier': 'small'}",small fire,small,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326
I really dont understand how these two get mixed up as they look about as similar as a house and a dragonfly.,a house and a dragonfly,house,dragonfly,disparate,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(1, 1, 2)","(1, 1, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""colorful house"", ""modifier"": ""colorful""}']","['{""combination"": ""complex house"", ""modifier"": ""complex""}']","['{""combination"": ""split-level house"", ""modifier"": ""split-level""}']","{'combination': 'colorful house', 'modifier': 'colorful'}",colorful house,colorful,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'complex house', 'modifier': 'complex'}",complex house,complex,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'split-level house', 'modifier': 'split-level'}",split-level house,split,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"my body tingles from head to toe , almost like the pins and needles when your arm falls asleep and starts to wake up .",the pins and needles,pin,needle,tingly,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""electric pin"", ""modifier"": ""electric""}']","['{""combination"": ""sharp pin"", ""modifier"": ""sharp""}']","['{""combination"": ""sharp pin"", ""modifier"": ""sharp""}']","{'combination': 'electric pin', 'modifier': 'electric'}",electric pin,electric,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'sharp pin', 'modifier': 'sharp'}",sharp pin,sharp,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'sharp pin', 'modifier': 'sharp'}",sharp pin,sharp,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
The seafarers and the peasants always had a difficulty in keeping on peaceable terms with one another they were as different as land and sea.,land and sea,land,sea,different,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 3)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""foreign land"", ""modifier"": ""foreign""}']","['{""combination"": ""remote land"", ""modifier"": ""remote""}']","['{""combination"": ""foreign land"", ""modifier"": ""foreign""}']","{'combination': 'foreign land', 'modifier': 'foreign'}",foreign land,foreign,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'remote land', 'modifier': 'remote'}",remote land,remote,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'foreign land', 'modifier': 'foreign'}",foreign land,foreign,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
