sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_cancellation,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt4o_relevance,meta.toxicity,meta.modifier_gpt-4o_relevance,meta.gpt-4o_indiv_max,Qwen2.5-72B-Instruct_cot_0_generated_,Qwen2.5-72B-Instruct_cot_1_generated_,Qwen2.5-72B-Instruct_cot_2_generated_,Qwen2.5-72B-Instruct_cot_0_generated,Qwen2.5-72B-Instruct_cot_0_property,Qwen2.5-72B-Instruct_cot_0_combination_relevance,Qwen2.5-72B-Instruct_cot_0_root_relevance,Qwen2.5-72B-Instruct_cot_0_modifier_relevance,Qwen2.5-72B-Instruct_cot_0_indiv_max,Qwen2.5-72B-Instruct_cot_0_cancellation,Qwen2.5-72B-Instruct_cot_1_generated,Qwen2.5-72B-Instruct_cot_1_property,Qwen2.5-72B-Instruct_cot_1_combination_relevance,Qwen2.5-72B-Instruct_cot_1_root_relevance,Qwen2.5-72B-Instruct_cot_1_modifier_relevance,Qwen2.5-72B-Instruct_cot_1_indiv_max,Qwen2.5-72B-Instruct_cot_1_cancellation,Qwen2.5-72B-Instruct_cot_2_generated,Qwen2.5-72B-Instruct_cot_2_property,Qwen2.5-72B-Instruct_cot_2_combination_relevance,Qwen2.5-72B-Instruct_cot_2_root_relevance,Qwen2.5-72B-Instruct_cot_2_modifier_relevance,Qwen2.5-72B-Instruct_cot_2_indiv_max,Qwen2.5-72B-Instruct_cot_2_cancellation
,a breaking dam,dam,break,flood prevention,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""intact""}']","['{""property"": ""intact""}']","['{""property"": ""intact""}']",{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'intact'},intact,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"Every State in the Union has at some time been lauded as the favored spot for the cure of consumption, but, after all, it seems as mythical as the pot of gold at the end of the rainbow.",the pot of gold,pot,gold,cook,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.7777777777777778,0.0,0.7777777777777778,0.0,True,0.0,0.7777777777777778,"['{""property"": ""portable""}']","['{""property"": ""portable""}']","['{""property"": ""portable""}']",{'property': 'portable'},portable,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,{'property': 'portable'},portable,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,{'property': 'portable'},portable,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"come along , grasp my hand properly amelia , you are as limp as a gasping fish .",a gasping fish,fish,gasp,fast,canceled,"(canceled, canceled, others)","(2, 2, 3)","(4, 4, 4)","(1, 3, 1)",0.7777777777777778,0.0,0.5555555555555556,0.677777778,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""land-dwelling""}']","['{""property"": ""land-dwelling""}']","['{""property"": ""aerobic""}']",{'property': 'land-dwelling'},land-dwelling,0.0,0.0,0.0,0.0,0.0,{'property': 'land-dwelling'},land-dwelling,0.0,0.0,0.0,0.0,0.0,{'property': 'aerobic'},aerobic,0.0,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.8888888888888888
,a brass man,man,brass,mammalian,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""biological""}']","['{""property"": ""biological""}']","['{""property"": ""organic""}']",{'property': 'biological'},biological,0.0,1.0,0.0,1.0,1.0,{'property': 'biological'},biological,0.0,1.0,0.0,1.0,1.0,{'property': 'organic'},organic,0.0,1.0,0.0,1.0,1.0
"They go along like men without hope, as if life were a penalty, and the only expiration of their term of condemnation were to arrive with death.",men without hope,man,hope,uplift,canceled,"(canceled, canceled, canceled)","(1, 1, 2)","(3, 2, 4)","(5, 5, 5)",0.7777777777777778,0.0,0.3333333333333333,0.888888889,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""hopeful""}']","['{""property"": ""hopeful""}']","['{""property"": ""optimistic""}']",{'property': 'hopeful'},hopeful,0.0,0.4444444444444444,1.0,1.0,1.0,{'property': 'hopeful'},hopeful,0.0,0.3333333333333333,1.0,1.0,1.0,{'property': 'optimistic'},optimistic,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888
"She won't let us do one single thing, an' she's just as cross as an old catso now!",an old catso,catso,old,fluffy,canceled,"(component, canceled, canceled)","(2, 4, 2)","(2, 5, 5)","(3, 4, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.2,True,0.0,0.7777777777777778,"['{""property"": ""energetic""}']","['{""property"": ""energetic""}']","['{""property"": ""energetic""}']",{'property': 'energetic'},energetic,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,{'property': 'energetic'},energetic,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,{'property': 'energetic'},energetic,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222
Republican is usually like repealing taxes.,repealing taxes,taxis,repeal,reliable,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(3, 4, 2)","(1, 1, 1)",0.4444444444444445,0.1111111111111111,0.5555555555555556,0.0,False,0.2222222222222222,0.5555555555555556,"['{""property"": ""permanent""}']","['{""property"": ""permanent""}']","['{""property"": ""permanent""}']",{'property': 'permanent'},permanent,0.1111111111111111,0.0,0.0,0.0,0.0,{'property': 'permanent'},permanent,0.1111111111111111,0.0,0.0,0.0,0.0,{'property': 'permanent'},permanent,0.2222222222222222,0.0,0.0,0.0,0.0
A life without sorrow would probably be as bare as a life without happiness.,a life without happiness,life,happiness,transient,canceled,"(component, canceled, canceled)","(2, 4, 5)","(3, 4, 3)","(3, 2, 4)",0.5555555555555556,0.3333333333333333,0.8888888888888888,0.644444444,True,0.6666666666666666,0.8888888888888888,"['{""property"": ""fulfilling""}']","['{""property"": ""fulfilling""}']","['{""property"": ""fulfilling""}']",{'property': 'fulfilling'},fulfilling,0.0,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'fulfilling'},fulfilling,0.0,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'fulfilling'},fulfilling,0.0,0.5555555555555556,0.8888888888888888,0.8888888888888888,0.8888888888888888
A Chinaman once said that the thought of death is as futile as water in the hand.,water in the hand,water,hand,grasp,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(5, 4, 5)",0.6666666666666666,0.2222222222222222,0.0,0.788888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""permanent""}']","['{""property"": ""permanent""}']","['{""property"": ""permanent""}']",{'property': 'permanent'},permanent,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'permanent'},permanent,0.0,0.3333333333333333,1.0,1.0,1.0,{'property': 'permanent'},permanent,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888
"I am rather glad I did not see him though for nothing would induce him to wear evening clothes or a shirt front and he insisted on going in his bicycling suit and such a soiled red tie and oh his hair it was really like a crows nest, I don't know what Mr. and Mrs. Woodcock would have said if he had suddenly burst out with that dreadful 'Tommy Atkins.'",a crows nest,nest,crow,soft,canceled,"(canceled, canceled, canceled)","(3, 3, 3)","(4, 4, 4)","(2, 1, 2)",0.5555555555555556,0.2222222222222222,0.7777777777777778,0.022222222,False,0.0,0.7777777777777778,"['{""property"": ""flight-capable""}']","['{""property"": ""flight-capable""}']","['{""property"": ""flight-capable""}']",{'property': 'flight-capable'},flight-capable,0.0,0.0,1.0,1.0,1.0,{'property': 'flight-capable'},flight-capable,0.0,0.0,1.0,1.0,1.0,{'property': 'flight-capable'},flight-capable,0.0,0.0,1.0,1.0,1.0
"And when his personality is vividly present in them, the argument, being thrilled with passionate feeling, rises, but heavily like a wounded eagle, into an imaginative world.",a wounded eagle,eagle,wound,powerful,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 4, 3)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.0,False,0.0,0.7777777777777778,"['{""property"": ""soaring""}']","['{""property"": ""flying""}']","['{""property"": ""soaring""}']",{'property': 'soaring'},soaring,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.7777777777777777,{'property': 'flying'},flying,0.1111111111111111,0.8888888888888888,0.0,0.8888888888888888,0.7777777777777777,{'property': 'soaring'},soaring,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888
"And you, sitting around here like a knot on the wall, saying, I'm going to love these folks no matter how much they hate me.",a knot on the wall,knot,wall,intertwine,canceled,"(canceled, component, canceled)","(1, 3, 2)","(5, 4, 5)","(1, 1, 1)",1.0,0.0,1.0,0.0,False,0.0,1.0,"['{""property"": ""movable""}']","['{""property"": ""movable""}']","['{""property"": ""movable""}']",{'property': 'movable'},movable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'movable'},movable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'movable'},movable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"i trudge through the sulm and occasional grass patches , that were just as muddy as the zones with no grass , but the new substance that i have encountered .",the zones with no grass,zone,grass,simple,canceled,"(others, canceled, canceled)","(2, 2, 1)","(2, 3, 3)","(1, 2, 2)",0.4444444444444445,0.3333333333333333,0.3333333333333333,0.766666667,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""lush""}']","['{""property"": ""green""}']","['{""property"": ""lush""}']",{'property': 'lush'},lush,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,{'property': 'green'},green,0.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'lush'},lush,0.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778
,a dying sun,sun,die,life-giving,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(3, 5, 4)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""luminous""}']","['{""property"": ""luminous""}']","['{""property"": ""luminous""}']",{'property': 'luminous'},luminous,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'luminous'},luminous,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667,{'property': 'luminous'},luminous,0.3333333333333333,1.0,0.0,1.0,0.6666666666666667
"One is of an aurora, and you've never seen you know, sort of like northern lights.",northern lights,light,northern,invisible,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(3, 1, 1)",0.0,0.0,0.0,0.322222222,False,0.0,0.0,"['{""property"": ""tangible""}']","['{""property"": ""constant""}']","['{""property"": ""constant""}']",{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0,{'property': 'constant'},constant,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'constant'},constant,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444445
"The general and the girls, having telegraphed for money, had gone to the hotel to wait for the answers, while Bartlett and the Watermelon had remained in the store, Bartlett eager to receive the answer to the joyful congratulations he had sent his broker on the success of his plan, and the Watermelon because he scorned to run away like a whipped cur, preferring Bartlett to know who he was.",a whipped cur,cur,whip,sting,canceled,"(canceled, canceled, component)","(1, 4, 5)","(1, 3, 2)","(3, 4, 5)",0.5555555555555556,0.2222222222222222,0.0,0.833333333,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']","['{""property"": ""aggressive""}']",{'property': 'aggressive'},aggressive,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.6666666666666667,{'property': 'aggressive'},aggressive,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556,{'property': 'aggressive'},aggressive,0.1111111111111111,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.5555555555555556
,a post in the mud,post,mud,delivered,canceled,"(canceled, others, canceled)","(1, 1, 1)","(3, 3, 2)","(1, 1, 1)",0.5555555555555556,0.0,0.5555555555555556,,False,0.0,0.5555555555555556,"['{""property"": ""clean""}']","['{""property"": ""clean""}']","['{""property"": ""clean""}']",{'property': 'clean'},clean,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'clean'},clean,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'clean'},clean,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
,a man with a tail,man,tail,Human,canceled,"(component, canceled, canceled)","(3, 1, 2)","(5, 5, 5)","(1, 1, 1)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""human""}']","['{""property"": ""human""}']","['{""property"": ""human""}']",{'property': 'human'},human,0.1111111111111111,1.0,0.0,1.0,0.8888888888888888,{'property': 'human'},human,0.1111111111111111,1.0,0.0,1.0,0.8888888888888888,{'property': 'human'},human,0.1111111111111111,1.0,0.0,1.0,0.8888888888888888
,a white raven,raven,white,black,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""rare""}']","['{""property"": ""rare""}']","['{""property"": ""rare""}']",{'property': 'rare'},rare,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'rare'},rare,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'rare'},rare,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"When, after many hours, we ventured to go forth, we found every thing as before not one lay differentlyall were as stiff as wooden figures.",wooden figures,figure,wooden,real,canceled,"(canceled, canceled, canceled)","(2, 2, 3)","(3, 4, 4)","(2, 1, 2)",0.7777777777777778,0.0,0.3333333333333333,0.855555556,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""flexible""}']","['{""property"": ""flexible""}']","['{""property"": ""flexible""}']",{'property': 'flexible'},flexible,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'flexible'},flexible,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'flexible'},flexible,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
"Saibal Chatterjee of NDTV wrote To sum up, OMG 2 aspires to be as sharp as a scalpel but is actually as blunt as the back of a knife.",the back of a knife,back,knife,cut,canceled,"(canceled, canceled, canceled)","(3, 1, 2)","(1, 1, 2)","(5, 5, 5)",0.8888888888888888,0.0,0.3333333333333333,0.9,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""sharp""}']","['{""property"": ""sharp""}']","['{""property"": ""sharp""}']",{'property': 'sharp'},sharp,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'sharp'},sharp,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'sharp'},sharp,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"When the Daredevil Knight, the master of riding, brought up the rear of the line, his horse, tooa sinewy chestnut chargerstood on his haunches and then came down gracefully on his knees as if making an obeisance to the Queen, then rose and stood as still as a bronze horse.",a bronze horse,horse,bronze,muscular,canceled,"(canceled, canceled, component)","(1, 2, 3)","(5, 5, 4)","(1, 1, 1)",0.4444444444444445,0.3333333333333333,0.7777777777777778,0.444444444,False,0.0,0.7777777777777778,"['{""property"": ""living""}']","['{""property"": ""living""}']","['{""property"": ""biological""}']",{'property': 'living'},living,0.0,1.0,0.0,1.0,1.0,{'property': 'living'},living,0.0,1.0,0.0,1.0,1.0,{'property': 'biological'},biological,0.0,1.0,0.0,1.0,1.0
,a released prisoner,prisoner,release,punished,canceled,"(component, canceled, canceled)","(4, 3, 1)","(4, 5, 5)","(1, 2, 1)",0.4444444444444444,0.2222222222222222,0.6666666666666666,,False,0.0,0.6666666666666666,"['{""property"": ""confined""}']","['{""property"": ""confined""}']","['{""property"": ""confined""}']",{'property': 'confined'},confined,0.0,1.0,0.0,1.0,1.0,{'property': 'confined'},confined,0.0,1.0,0.0,1.0,1.0,{'property': 'confined'},confined,0.0,1.0,0.0,1.0,1.0
Can it be held in good faith that Buddhism could be rubbed away like the bloom from a grape and leave the Burmese people substantially unaffected?,the bloom from a grape,bloom,grape,fragile,canceled,"(canceled, canceled, component)","(2, 5, 4)","(2, 4, 5)","(3, 3, 4)",0.0,0.8888888888888888,0.5555555555555556,0.533333333,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""edible""}']","['{""property"": ""edible""}']","['{""property"": ""edible""}']",{'property': 'edible'},edible,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666667,{'property': 'edible'},edible,0.3333333333333333,0.1111111111111111,1.0,1.0,0.6666666666666667,{'property': 'edible'},edible,0.3333333333333333,0.1111111111111111,1.0,1.0,0.6666666666666667
,an explosion in reverse,explosion,reverse,shockwave,canceled,"(canceled, canceled, component)","(1, 1, 2)","(4, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""destructive""}']","['{""property"": ""destructive""}']","['{""property"": ""destructive""}']",{'property': 'destructive'},destructive,0.0,1.0,0.0,1.0,1.0,{'property': 'destructive'},destructive,0.0,1.0,0.0,1.0,1.0,{'property': 'destructive'},destructive,0.0,1.0,0.0,1.0,1.0
,the Martian atmosphere,atmosphere,martian,Oxygen-rich,canceled,"(canceled, canceled, canceled)","(1, 1, 3)","(4, 4, 5)","(1, 2, 1)",0.5555555555555556,0.0,0.5555555555555556,,False,0.0,0.5555555555555556,"['{""property"": ""breathable""}']","['{""property"": ""breathable""}']","['{""property"": ""breathable""}']",{'property': 'breathable'},breathable,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'breathable'},breathable,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'breathable'},breathable,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"Well, what I'm telling you is just as certain as the passage of time.",the passage of time,passage,time,navigable,canceled,"(canceled, canceled, others)","(1, 1, 1)","(4, 4, 3)","(1, 1, 1)",0.5555555555555556,0.0,0.5555555555555556,0.0,False,0.0,0.5555555555555556,"['{""property"": ""tangible""}']","['{""property"": ""reversible""}']","['{""property"": ""reversible""}']",{'property': 'tangible'},tangible,0.0,0.0,0.0,0.0,0.0,{'property': 'reversible'},reversible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'reversible'},reversible,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556
"I didnt care where Prakash moved next, he was only lashing out now like a caged animal, terrified that The board flashed red, indicating a checkmate.",a caged animal,animal,cage,restrictive,canceled,"(canceled, canceled, component)","(1, 1, 5)","(1, 1, 1)","(4, 5, 5)",0.0,0.8888888888888888,0.0,0.988888889,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""free""}']","['{""property"": ""free""}']","['{""property"": ""free""}']",{'property': 'free'},free,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'free'},free,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,{'property': 'free'},free,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
"You can even use that one as I've seen your roasts, you are about as clever as canned ham.",canned ham,ham,can,recyclable,canceled,"(canceled, canceled, others)","(1, 1, 4)","(1, 1, 1)","(4, 4, 4)",0.3333333333333332,0.5555555555555556,0.0,0.877777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""fresh""}']","['{""property"": ""perishable""}']","['{""property"": ""perishable""}']",{'property': 'fresh'},fresh,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'perishable'},perishable,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.6666666666666666,{'property': 'perishable'},perishable,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.6666666666666666
"Those bootie things are difficult for dogs to get used to, they inhibit the dog's footing, they slide off in water, and they are as appropriate as a sweater on a dog.",a sweater on a dog,sweater,dog,friendly,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(1, 1, 1)","(4, 4, 4)",0.4444444444444445,0.3333333333333333,0.0,0.888888889,False,0.7777777777777778,0.7777777777777778,"['{""property"": ""natural body temperature regulation""}']","['{""property"": ""independent""}']","['{""property"": ""natural fur""}']",{'property': 'natural body temperature regulation'},natural body temperature regulation,0.1111111111111111,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.7777777777777777,{'property': 'independent'},independent,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,{'property': 'natural fur'},natural fur,0.0,0.0,1.0,1.0,1.0
,an unhinged jaw,jaw,unhinged,masticatory,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 5, 5)","(1, 2, 1)",0.6666666666666667,0.3333333333333333,1.0,,False,0.0,1.0,"['{""property"": ""rigid""}']","['{""property"": ""fixed""}']","['{""property"": ""rigid""}']",{'property': 'rigid'},rigid,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'fixed'},fixed,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,{'property': 'rigid'},rigid,0.0,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778
Why do you stand staring there like a wax image?,a wax image,image,wax,"varied formats (e.g., jpeg, png)",canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(5, 5, 5)","(1, 1, 1)",1.0,0.0,1.0,,False,0.0,1.0,"['{""property"": ""flexible""}']","['{""property"": ""flexible""}']","['{""property"": ""flexible""}']",{'property': 'flexible'},flexible,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,{'property': 'flexible'},flexible,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,{'property': 'flexible'},flexible,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222
"However, they could not keep the presents a secret, as Phil knew about them, and finally Nan told Ran the whole story, ending with We're just like girls in a book, aren't we?",girls in a book,girl,book,readable,canceled,"(canceled, component, canceled)","(4, 2, 1)","(3, 5, 1)","(4, 2, 5)",0.3333333333333332,0.5555555555555556,0.0,0.977777778,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""alive""}']","['{""property"": ""interactive""}']","['{""property"": ""interactive""}']",{'property': 'alive'},alive,0.0,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,{'property': 'interactive'},interactive,0.0,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,{'property': 'interactive'},interactive,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333
"But this I'm not sure if this is the eye or close to the eye, but it certainly feels kind of like the an eye of the storm based on what we have seen earlier and what we are told to expect later in the day.",the an eye of the storm,eye,storm,volatile,canceled,"(component, canceled, canceled)","(3, 1, 2)","(1, 1, 2)","(5, 5, 3)",0.5555555555555556,0.3333333333333333,0.0,0.9,False,0.8888888888888888,0.8888888888888888,"['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']","['{""property"": ""chaotic""}']",{'property': 'chaotic'},chaotic,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'chaotic'},chaotic,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,{'property': 'chaotic'},chaotic,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
"Were rather darkish hued ourself, Yet will annihilate the elf, Who says in earnest, or in jokes Were not as good as whiter folks.",whiter folks,folk,whiter,traditional,canceled,"(canceled, canceled, canceled)","(2, 1, 1)","(5, 5, 4)","(1, 1, 1)",0.3333333333333332,0.5555555555555556,0.8888888888888888,0.333333333,False,0.3333333333333333,0.8888888888888888,"['{""property"": ""tanned""}']","['{""property"": ""diverse""}']","['{""property"": ""darker""}']",{'property': 'tanned'},tanned,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,{'property': 'diverse'},diverse,0.0,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,{'property': 'darker'},darker,0.0,0.0,0.0,0.0,0.0
That's just like the basket thing.,the basket thing,thing,basket,handwoven,canceled,"(others, canceled, canceled)","(2, 2, 1)","(1, 1, 1)","(4, 5, 4)",0.0,0.3333333333333333,0.0,,False,0.3333333333333333,0.3333333333333333,"['{""property"": ""portable""}']","['{""property"": ""portable""}']","['{""property"": ""portable""}']",{'property': 'portable'},portable,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.5555555555555556,{'property': 'portable'},portable,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.5555555555555556,{'property': 'portable'},portable,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.33333333333333326
"As feeble as my escape attempt was i decide he was right, Danny was about as coordinated as a wedding in vegas. ",a wedding in vegas,wedding,vegas,tradition,canceled,"(others, canceled, canceled)","(3, 2, 3)","(5, 5, 5)","(2, 2, 2)",0.5555555555555556,0.3333333333333333,0.8888888888888888,,False,0.2222222222222222,0.8888888888888888,"['{""property"": ""traditional""}']","['{""property"": ""traditional""}']","['{""property"": ""traditional""}']",{'property': 'traditional'},traditional,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.6666666666666667,{'property': 'traditional'},traditional,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.6666666666666667,{'property': 'traditional'},traditional,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.6666666666666667
"However, there is always a little staff, consisting of a score of women, who represent the grace, and charm, and beauty of Paris, which women, after ten or twelve years service, pass into the reserve, just like the old generals.",the old generals,general,old,unspecific,canceled,"(canceled, canceled, canceled)","(1, 2, 1)","(5, 5, 5)","(2, 1, 1)",0.4444444444444444,0.5555555555555556,1.0,0.733333333,False,1.0,1.0,"['{""property"": ""vigorous""}']","['{""property"": ""vigorous""}']","['{""property"": ""vigorous""}']",{'property': 'vigorous'},vigorous,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.4444444444444445,{'property': 'vigorous'},vigorous,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.33333333333333337,{'property': 'vigorous'},vigorous,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.33333333333333337
,a cardboard hammer,hammer,cardboard,metal,canceled,"(canceled, canceled, canceled)","(1, 1, 1)","(4, 4, 5)","(1, 1, 1)",0.8888888888888888,0.0,0.8888888888888888,,False,0.0,0.8888888888888888,"['{""property"": ""durable""}']","['{""property"": ""durable""}']","['{""property"": ""durable""}']",{'property': 'durable'},durable,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.7777777777777778,{'property': 'durable'},durable,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.7777777777777778,{'property': 'durable'},durable,0.0,0.8888888888888888,0.2222222222222222,0.8888888888888888,0.8888888888888888
