sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max
"The palace without justice, without charity, is as terrible as the hovel without food.",the hovel without food,hovel,food,terrible,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 3, 4)","(3, 4, 2)",0.0,0.5555555555555556,0.7777777777777778,0.3333333333333333,False,0.7777777777777778
The one to which Ken had pointed weighed perhaps a quarter of a ton and was shaped rather like a gigantic egg.,a gigantic egg,egg,gigantic,heavy,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 5, 5)",0.0,0.5555555555555556,0.0,0.6666666666666666,False,0.6666666666666666
History is about to bust open like a field of wildflowers.,a field of wildflowers,field,wildflower,beautiful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(5, 5, 5)",0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,False,0.7777777777777778
Dick gave me as bad as a stitch in the side just telling me about it.,a stitch in the side,stitch,side,painful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(2, 2, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333
"These pages are as silent as drowned cries.... Come back, my Love, and with more fervent eyes Than pity, Lips that bear the ivyleaf Once chose for emblem Love that never dies?",drowned cries,cry,drown,unheard,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"stopping was about as appealing as a bat to the kneecaps , but i did it .",a bat to the kneecaps,bat,kneecap,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(3, 5, 1)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
,snow in the summer,snow,summer,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
Yes it means new recruits but it also means that we're about as useful as a steak to a vegan.,a steak to a vegan,steak,vegan,undesirable,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 4, 3)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
"The Peruvian officer then realized for the first time that he had appeared in his night clothes, and his one fault being his vanity, he became as humble as a reprimanded child when he appreciated what a sorry figure he had cut.",a reprimanded child,child,reprimand,contrite,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(2, 3, 2)","(4, 4, 4)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It began low and hoarse like a fit of coughing, and rose to the high cackling mirth of extreme age.",a fit of coughing,fit,cough,uncontrollable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 4, 4)",0.2222222222222222,0.7777777777777778,0.1111111111111111,0.5555555555555556,False,0.5555555555555556
"Theyre coming back like a boomerang in court to hit Jackson, and I mean right in the neck.",a boomerang in court,boomerang,court,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 3, 3)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
This sea is as empty as a church on a weekday.,a church on a weekday,church,weekday,emptiness,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 2, 3)","(4, 3, 3)",0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,False,0.2222222222222222
That bacon will kill you just as quick as a wrench to the head.,a wrench to the head,wrench,head,deadly,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 4, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
"drinking in the hood is a way of life , as normal as used syringes , and soiled pampers lining the gutters .",used syringes,syrinx,use,unhygienic,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 1)","(1, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"Nothing, thank you, said Mrs. Prime and her voice was very like the voice of the ravens.",the voice of the ravens,voice,raven,haunt,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 2)","(4, 4, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"In effect, the reason I came out is it was like  kind of like a slap on the wrist.",a slap on the wrist,slap,wrist,lenient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(1, 1, 3)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111
"You kept walking towards him, and he was as frozen as the people at the bus stop earlier.",the people at the bus,people,bus,wait,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 4)","(2, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
It was all just like a small vacation.,a small vacation,vacation,small,brief,emergent,"(emergent, component, emergent)","(4, 5, 4)","(4, 3, 2)","(2, 4, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
He starts around like a stuffed turkey he's going to get plucked.,a stuffed turkey,turkey,stuff,immobile,emergent,"(component, emergent, emergent)","(5, 4, 4)","(1, 1, 2)","(5, 3, 3)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Hey, Don, this cartoon character is now like the frog in the pot and the water around him just keeps getting hotter.",the frog in the pot and,frog,pot,oblivious,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 1, 3)","(1, 1, 2)",0.4444444444444444,0.8888888888888888,0.4444444444444444,0.0,False,0.4444444444444444
the fridge was as empty as political promises .,political promises,promise,political,empty,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(1, 4, 3)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
And he sat down absentmindedly like a wooden rooster.,a wooden rooster,rooster,wooden,carved,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"You are always teasing and bothering about the women and as you have not got a piece of flesh as big as a pea for a heart, you will never understand anything about them",a pea for a heart,pea,heart,small,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 5, 5)","(1, 2, 2)",0.0,1.0,1.0,0.5555555555555556,False,1.0
He felt suddenly like a trapped animal.,a trapped animal,animal,trap,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,True,0.5555555555555556
"since his grace has tossed you aside like a used handkerchief , it can cause you no grief to share what you know with the man who holds your daughter 's life in his hand , '' fernand said before he extracted every scrap of intelligence from her .",a used handkerchief,handkerchief,use,discard,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 2)","(4, 3, 4)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,False,0.3333333333333333
"Whatever our souls are made of, his and mine are the same, and Linton's is as different as a moonbeam from lightning, or frost from fire.",a moonbeam from lightning,moonbeam,lightning,dissimilar,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
"I am a Fenerbahe fan, because it is just like a Brazilian team.",a Brazilian team,team,brazilian,skilled,emergent,"(component, emergent, emergent)","(4, 4, 5)","(4, 3, 3)","(3, 2, 3)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
,a trapped spider,spider,trap,frantically moving,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
violence and crime are commonplace in fulham because its the smallest zone and the people are packed together like sardines in a tin .,sardines in a tin,sardine,tin,crowd,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 2, 4)","(1, 2, 2)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.0,False,0.5555555555555556
"Nothing goes together like Shakespeare and fruit in a box, of course.",Shakespeare and fruit,shakespeare,fruit,incongruous,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 3, 2)","(3, 3, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
Next thing you know the pentagon will start treating their ground pounders grunts too like non expendables and then what kind of chaos will that bring?,non expendables,expendable,non,valuable,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(1, 1, 2)","(1, 3, 3)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"with my brother gone , it would all fall apart like a wet cigar if it were n't for the few remaining responsible adults like my own self . ''",a wet cigar,cigar,wet,useless,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 2, 1)","(3, 4, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
But Wizardry isn't real just like talking animals.,talking animals,animal,talk,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(4, 3, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"it would just sit there like the elephant in the room , making the suspect wonder just how much dirt we had on him .",the elephant in the room,elephant,room,ignore,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 1, 1)","(1, 1, 2)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"When Aunt Elizabeth returned Emily was lying on the sofa in the kitchen, as white as the pillow under her head, and as limp as a faded lily.",a faded lily,lily,fade,wilt,emergent,"(2, emergent, emergent)","(1, 5, 4)","(1, 4, 3)","(1, 4, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
my teeth were chattering as loud as jack hammers .,jack hammers,hammer,jack,loud,emergent,"(emergent, component, emergent)","(5, 2, 5)","(2, 2, 3)","(2, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"At any rate, just throw a glance aloft now and then, and our good old lady will explain herself to her own sex, she's as good as a dictionary without words!",a dictionary without words,dictionary,word,incomplete,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
The first revival in Oroomiah seemed to burst forth like a fountain in the desert.,a fountain in the desert,fountain,desert,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
,scalded cats,cat,scald,frantic,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 3, 3)","(4, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Whereas twenty years ago the systems which appeared were as different as day from night, at the present day one perceives great lines of convergence, pointing to the time when mankind shall have added to the other triumphs of civilisation that of an auxiliary language recognised and used by everybody, to the great advantage of all whose horizon is not limited by the boundaries of their mother country.",day from night,day,night,contrast,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 4, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
You're just like a stuffed crocodile.,a stuffed crocodile,crocodile,stuff,unresponsive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 2, 2)","(4, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"the passion that wed shared had been hot enough , i guess , but strangely devoid of feeling for a while wed devoured each other like hungry animals , wed done little in the way of talking , cuddling , laughing together , or even deep kissing .",hungry animals,animal,hungry,insatiable,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 2, 2)","(4, 4, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Matter without motion is just as unthinkable as motion without matter.,motion without matter,motion,matter,unthinkable,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 2, 3)","(1, 1, 3)",0.5555555555555556,0.5555555555555556,0.0,0.0,False,0.0
ambori 's as happy as a hog in slop right now . '',a hog in slop,hog,slop,happy,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(1, 2, 3)","(1, 1, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"Seeing Hugh Girdlestone push through the crowd and stand suddenly before him, he shrank back like a hunted creature, and began trembling violently.",a hunted creature,creature,hunt,scare,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 3, 2)",0.2222222222222222,0.8888888888888888,0.3333333333333333,0.6666666666666666,False,0.6666666666666666
"i would need to evaporate , again , just like water on the sidewalk .",water on the sidewalk,water,sidewalk,transient,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 4, 4)","(1, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.0,False,0.3333333333333333
"Cut the meat in halfinch squares the ginger as round as a threepenny piece, and the garlic the same size, but thicker.",a threepenny piece,piece,threepenny,circular,emergent,"(component, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(1, 2, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
all the kitsch and puns were about as charming as a poke in the eye .,a poke in the eye,poke,eye,distress,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(3, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
A wash of colors spilled out over the sky as the stars broke open like eggs on a skillet.,eggs on a skillet,egg,skillet,sizzle,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(4, 4, 5)",0.2222222222222222,0.8888888888888888,0.0,0.6666666666666666,False,0.6666666666666666
The first line is We fit together like two birds of a feather.,two birds of a feather,bird,feather,similar,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 2, 2)","(1, 2, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
the thought is as unsettling as the looming situation .,the looming situation,situation,loom,unsettling,emergent,"(component, emergent, emergent)","(3, 5, 5)","(3, 3, 3)","(1, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"Then the climax came, as swiftly as a bolt from the sky.",a bolt from the sky,bolt,sky,sudden,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 2, 2)",0.11111111111111116,1.0,0.8888888888888888,0.0,False,0.8888888888888888
All these facts were as unalterable as the return of the seasons.,the return of the seasons,return,season,consistent,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(2, 3, 3)","(2, 4, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"As the second Tesla rounded on DON127, dragging him off the road and pinning him against a tree, the first one turned to face me, its front fender mangled, hanging agape like a set of jaws.",a set of jaws,set,jaw,threaten,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"The cup was steady in his hand, the water was as safe as a seed within a fruit, not a drop was lost, not a ripple seen.",a seed within a fruit,seed,fruit,protect,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 2)","(3, 5, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"He was muffled to the heels in a long raincoat, the muscles of his face were twitching, and he was breathing hard like a spent runner.",a spent runner,runner,spend,exhaust,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 5)","(4, 2, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
"About sunset the garrison gives notice of their return their faint cawing will be heard from a great distance, and they will be seen far off like a sable cloud, and then nearer and nearer, until they all come soaring home.",a sable cloud,cloud,sable,ominous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"Roberto fell as limp as wet leather, for the iron of salthorse and hardtack, and months of disciplinary labor, was in that blow.",wet leather,leather,wet,unresilient,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 4, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"But in spite of this they are, as we have seen, within certain limits so intimately connected that these different comprehensions and labors are interlinked with each other, regulating each other as accurately as the wheels in a clock.",the wheels in a clock,wheel,clock,interconnect,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 2, 4)","(4, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
"You want me to bumble around like a pig in a petticoat, so I can set off some other woman to advantage.",a pig in a petticoat,pig,petticoat,awkward,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 1, 1)","(2, 1, 2)",0.33333333333333337,0.7777777777777778,0.4444444444444444,0.2222222222222222,False,0.4444444444444444
Every tone went up and down like the teeth of a saw.,the teeth of a saw,tooth,saw,jagged,emergent,"(emergent, emergent, component)","(5, 4, 5)","(5, 1, 2)","(5, 1, 5)",0.0,1.0,0.5555555555555556,1.0,False,1.0
"for a time quite calm , the next instant he would be pacing back and forth like an animal in a cage . ",an animal in a cage,animal,cage,restless,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Because people are assholes and our laws allow them to be so with as little as a slap on the hand.,a slap on the hand,slap,hand,minimal,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(1, 2, 1)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"The cacoethes scribendi, is as strong as the love of money, and we need not apprehend, but America may produce her Poets, Critics, Historians, if an enlightened and liberal community will, sometimes, wet with Peruvian dew, the tender buds of genius, which poverty often attends, and neglect more frequently blasts.",the love of money,love,money,greedy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(5, 4, 5)",0.33333333333333326,0.8888888888888888,0.2222222222222222,0.5555555555555556,False,0.5555555555555556
"In the first moment that we were ushered into her presence, and beheld her in her white robe of state, embroidered with the pale yellow flower of her kingdom, whatever remained to us of the past slipped away like water through the fingers.",water through the fingers,water,finger,transient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 5, 3)","(1, 2, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
I'm not going to leave him behind like a left kitten.,a left kitten,kitten,left,abandon,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 3, 3)","(4, 4, 2)",0.2222222222222222,0.7777777777777778,0.2222222222222222,0.5555555555555556,False,0.5555555555555556
"There have not been so many Irish singers of operatic rank, although the Irishman who cannot sing at all is as rare as a white blackbird.",a white blackbird,blackbird,white,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 2, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"is n't this just like the old days , davy , '' i say to get off the subject of my imminent death .","the old days ,",day,old,cherish,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 2, 2)","(4, 3, 4)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Almost all my courses had one graded assignment which didn't count to your course grade and that was it, kind of like a mock coursework.",a mock coursework,coursework,mock,non,emergent,"(2, emergent, emergent)","(2, 5, 5)","(1, 1, 5)","(2, 4, 2)",0.0,0.0,0.0,0.0,False,0.0
as steamy as a sulfur pit ?,a sulfur pit,pit,sulfur,hot,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(3, 2, 2)","(4, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"I can literally blow it away, and it's just like champagne powder.",champagne powder,powder,champagne,fluffy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(1, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
"then like a bolt out of the blue , i suddenly get a sense of familiarity .",a bolt out of the blue,bolt,blue,unexpected,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(1, 3, 1)",0.4444444444444444,1.0,0.5555555555555556,0.1111111111111111,False,0.5555555555555556
"Unless the vowel is u and it sounds like you, as in I'm warm and full of love, just like a used condom!",a used condom,condom,use,unwanted,emergent,"(emergent, component, emergent)","(5, 5, 5)","(1, 3, 2)","(1, 4, 1)",0.6666666666666666,0.8888888888888888,0.0,0.2222222222222222,False,0.2222222222222222
They look very like the lees of wine.,the lees of wine,lee,wine,leftover,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 5, 5)","(2, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"and that interest , so keenly personal , from one devoid of the slightest malicious taint , had warmed her as surely as a winter fire . ",a winter fire,fire,winter,cozy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(3, 3, 4)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
"A teacher without a school, or outside a school, seems to them rather like a gunner without a gun.",a gunner without a gun,gunner,gun,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 2, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111
"Bloodred were his spurs i' the golden noon winered was his velvet coat, When they shot him down on the highway, Down like a dog on the highway,",a dog on the highway,dog,highway,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(3, 4, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111
theyre almost like flying buses .,flying buses,bus,fly,fanciful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 1, 1)","(1, 4, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Isabella ran into the surf to join Callia, but ran away like the tiny birds when the waves came in. ",the tiny birds,bird,tiny,skittish,emergent,"(emergent, component, emergent)","(4, 5, 4)","(3, 4, 3)","(3, 4, 3)",0.11111111111111116,0.7777777777777778,0.6666666666666666,0.5555555555555556,False,0.6666666666666666
assuming you also like the flavour of crayons,the flavour of crayons,flavour,crayon,inedible,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 3)","(3, 4, 5)",0.0,0.8888888888888888,0.0,0.8888888888888888,False,0.8888888888888888
"I still regret every minute I spent reading W.B. Yeats, though his simpering tone was always like nails on a chalkboard to me.",nails on a chalkboard,nail,chalkboard,irritate,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(2, 3, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
It is as likely as snow in hell.,snow in hell,snow,hell,improbable,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 2)","(4, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
thurlow grew aware that there was an odd odor in the room almost like burnt insulation .,burnt insulation,insulation,burn,offensive,emergent,"(emergent, emergent, emergent)","(4, 3, 5)","(2, 1, 2)","(3, 2, 4)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"Without the brain and nerves the body would be just like an army without a commander, or a lot of workmen without an overseer.","an army without a commander, or",army,commander,lack of direction,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 1, 4)","(4, 1, 5)",0.7777777777777777,0.8888888888888888,0.0,0.1111111111111111,False,0.1111111111111111
"Camping in tents and cooped up in those magnificent mobile ovens , the crews were understandably as short on fuse as they were long on indestructibility and tantrums were as common as stones through the windscreen , the motley band continued their unsung way across the tropic of Cancer while those celebrated and sponsored ParisDakar counterparts roared along to the west .",stones through the windscreen,stone,windscreen,hazardous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(4, 4, 3)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
"through the heavy blanket of stone they still heard thunder , as steady as machines in the earth .",machines in the earth,machine,earth,underground,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(2, 2, 2)","(4, 4, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"almost there , just like a hundred flights of stairs , tomas said .",a hundred flights of stairs,flight,stair,exhaust,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 3, 1)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"It was simply necessary to drop the shell into the gun, at the bottom of which was a striker, and the rest was automatic and almost noiseless, the shock of discharge being rather like a polite cough.",a polite cough,cough,polite,soft,emergent,"(emergent, component, emergent)","(4, 4, 4)","(2, 1, 3)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
gala came up as gingerly as a drunk walks .,a drunk walks,walk,drunk,unsteady,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(5, 5, 5)",0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,False,0.8888888888888888
,a wedge in a log,wedge,log,firmly stuck,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 5)","(3, 3, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"Everyone from my town was just staring at each other like deer in headlights, we'd never seen the stuff he was writing on the board.",deer in headlights,deer,headlight,petrify,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(3, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
"We certainly cannot complain, seeing that most of the boats on the Nile carry a hundred people, all told, without mentioning those which are laden with a cargo of two or three hundred slaves, packed together like herrings in a barrel, or perched like fowls on planks laid horizontally from one mast to the other.",herrings in a barrel,herring,barrel,cramp,emergent,"(emergent, emergent, emergent)","(4, 3, 5)","(1, 2, 3)","(1, 2, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"it was an ordinary car , a darkblue fiat , looking like a toy as it circled the yard , horn blatting like a sow in heat .",a sow in heat,sow,heat,raucous,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 2, 2)","(3, 4, 3)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,False,0.3333333333333333
"I could be wrong, but I think it's called that because the shit smells just like thin mints.",thin mints,mint,thin,sweet,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 3)","(1, 1, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
Science without imagination is worth just as little as art without understanding.,art without understanding,art,understand,superficial,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(3, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
